id,x,y,z
0,80.0,0.0,0
1,79.36917610515823,10.02665868514434,0
2,77.48665289029049,19.895190973188384,0
3,74.3821188710601,29.449964214774237,0
4,70.10453440350909,38.540293928137224,0
5,64.7213595499958,47.022820183397855,0
6,58.31749019371293,54.7637684742951,0
7,50.99391917989517,61.64105942206314,0
8,42.866143598319724,67.54623404016121,0
9,34.062343325205816,72.38616419728157,0
10,24.721359549995796,76.08452130361228,0
11,14.990505166857961,78.58298005829509,0
12,5.023241562345064,79.84213827426173,0
13,-5.023241562345072,79.84213827426173,0
14,-14.990505166857986,78.58298005829509,0
15,-24.721359549995803,76.08452130361228,0
16,-34.062343325205816,72.38616419728156,0
17,-42.86614359831975,67.5462340401612,0
18,-50.99391917989518,61.64105942206314,0
19,-58.317490193712935,54.76376847429508,0
20,-64.72135954999578,47.02282018339786,0
21,-70.10453440350909,38.54029392813722,0
22,-74.38211887106011,29.44996421477422,0
23,-77.48665289029049,19.895190973188384,0
24,-79.36917610515823,10.026658685144326,0
25,-80.0,-2.5729962394826185e-14,0
26,-79.36917610515823,-10.026658685144342,0
27,-77.48665289029049,-19.895190973188402,0
28,-74.3821188710601,-29.449964214774266,0
29,-70.10453440350908,-38.54029392813723,0
30,-64.72135954999578,-47.02282018339787,0
31,-58.31749019371293,-54.7637684742951,0
32,-50.99391917989516,-61.64105942206315,0
33,-42.86614359831971,-67.54623404016122,0
34,-34.062343325205774,-72.38616419728159,0
35,-24.721359549995803,-76.08452130361228,0
36,-14.99050516685797,-78.58298005829509,0
37,-5.023241562345056,-79.84213827426173,0
38,5.023241562345097,-79.84213827426173,0
39,14.99050516685801,-78.58298005829509,0
40,24.72135954999578,-76.08452130361229,0
41,34.06234332520581,-72.38616419728157,0
42,42.86614359831974,-67.5462340401612,0
43,50.9939191798952,-61.64105942206312,0
44,58.31749019371295,-54.76376847429506,0
45,64.72135954999582,-47.022820183397805,0
46,70.10453440350909,-38.540293928137224,0
47,74.38211887106011,-29.44996421477423,0
48,77.4866528902905,-19.89519097318836,0
49,79.36917610515823,-10.026658685144303,0
50,90.0,0.0,0
51,89.29032311830301,11.279991020787383,0
52,87.1724845015768,22.38208984483693,0
53,83.67988372994262,33.13120974162102,0
54,78.86760120394773,43.35783066915438,0
55,72.81152949374527,52.90067270632258,0
56,65.60717646792703,61.609239533581984,0
57,57.36815907738207,69.34619184982104,0
58,48.224411548109686,75.98951329518135,0
59,38.32013624085654,81.43443472194176,0
60,27.81152949374527,85.59508646656381,0
61,16.864318312715206,88.40585256558198,0
62,5.651146757638197,89.82240555854445,0
63,-5.651146757638206,89.82240555854445,0
64,-16.864318312715234,88.40585256558198,0
65,-27.81152949374528,85.59508646656381,0
66,-38.32013624085654,81.43443472194176,0
67,-48.22441154810972,75.98951329518135,0
68,-57.368159077382074,69.34619184982104,0
69,-65.60717646792705,61.60923953358196,0
70,-72.81152949374525,52.900672706322595,0
71,-78.86760120394773,43.35783066915437,0
72,-83.67988372994263,33.131209741621,0
73,-87.1724845015768,22.382089844836933,0
74,-89.29032311830301,11.279991020787369,0
75,-90.0,-2.894620769417946e-14,0
76,-89.29032311830301,-11.279991020787385,0
77,-87.1724845015768,-22.38208984483695,0
78,-83.67988372994262,-33.13120974162105,0
79,-78.86760120394771,-43.35783066915438,0
80,-72.81152949374525,-52.9006727063226,0
81,-65.60717646792703,-61.609239533581984,0
82,-57.36815907738206,-69.34619184982104,0
83,-48.22441154810967,-75.98951329518138,0
84,-38.32013624085649,-81.43443472194178,0
85,-27.81152949374528,-85.59508646656381,0
86,-16.864318312715216,-88.40585256558198,0
87,-5.651146757638188,-89.82240555854445,0
88,5.651146757638235,-89.82240555854445,0
89,16.864318312715262,-88.40585256558198,0
90,27.81152949374525,-85.59508646656383,0
91,38.320136240856534,-81.43443472194176,0
92,48.22441154810971,-75.98951329518135,0
93,57.368159077382096,-69.34619184982101,0
94,65.60717646792708,-61.60923953358194,0
95,72.8115294937453,-52.90067270632253,0
96,78.86760120394773,-43.35783066915438,0
97,83.67988372994263,-33.13120974162101,0
98,87.1724845015768,-22.382089844836905,0
99,89.29032311830301,-11.27999102078734,0
100,100.0,0.0,0
101,99.21147013144778,12.533323356430426,0
102,96.85831611286311,24.86898871648548,0
103,92.97764858882513,36.8124552684678,0
104,87.63066800438637,48.17536741017153,0
105,80.90169943749474,58.778525229247315,0
106,72.89686274214115,68.45471059286888,0
107,63.74239897486896,77.05132427757893,0
108,53.582679497899655,84.43279255020151,0
109,42.57792915650727,90.48270524660195,0
110,30.901699437494745,95.10565162951535,0
111,18.73813145857245,98.22872507286887,0
