id,x,y,z,type
764,-74.8,58.8,0.0,MM
765,-141.2,58.8,0.0,MM
766,-182.0,58.8,0.0,MM
767,286.8,59.2,0.0,MM
768,205.2,59.2,0.0,MM
769,332.0,60.4,0.0,MM
770,-205.6,60.4,0.0,MM
771,-286.8,60.4,0.0,MM
772,241.2,61.2,0.0,MM
773,129.2,61.2,0.0,MM
774,43.6,61.6,0.0,MM
775,-332.0,61.6,0.0,MM
776,269.6,62.4,0.0,MM
777,170.8,62.4,0.0,MM
778,-42.8,62.4,0.0,MM
779,-129.2,62.0,0.0,MM
780,-241.2,62.0,0.0,MM
781,-170.4,62.8,0.0,MM
782,-269.6,63.6,0.0,MM
783,118.0,64.4,0.0,MM
784,-118.0,64.8,0.0,MM
785,315.6,65.2,0.0,MM
786,228.0,65.2,0.0,MM
787,159.6,65.2,0.0,MM
788,106.8,66.0,0.0,MM
789,94.0,66.4,0.0,MM
790,54.8,66.0,0.0,MM
791,-53.2,66.0,0.0,MM
792,-106.8,66.4,0.0,MM
793,-159.2,66.0,0.0,MM
794,-228.4,66.0,0.0,MM
795,-314.8,66.4,0.0,MM
796,-94.4,67.2,0.0,MM
797,148.0,67.6,0.0,MM
798,33.6,67.6,0.0,MM
799,-32.8,67.6,0.0,MM
800,363.6,68.8,0.0,MM
801,299.6,68.4,0.0,MM
802,214.8,68.4,0.0,MM
803,65.2,68.8,0.0,MM
804,-65.2,68.8,0.0,MM
805,-147.6,68.8,0.0,MM
806,134.8,70.0,0.0,MM
807,-214.8,69.6,0.0,MM
808,-299.6,70.0,0.0,MM
809,202.0,70.8,0.0,MM
810,23.6,71.2,0.0,MM
811,-134.8,71.2,0.0,MM
812,-202.0,71.2,0.0,MM
813,-362.8,70.4,0.0,MM
814,344.8,72.4,0.0,MM
815,284.0,72.4,0.0,MM
816,188.4,72.0,0.0,MM
817,75.6,72.4,0.0,MM
818,-22.8,72.0,0.0,MM
819,-76.0,72.4,0.0,MM
820,-188.0,72.4,0.0,MM
821,176.0,73.6,0.0,MM
822,43.6,73.2,0.0,MM
823,-283.6,73.6,0.0,MM
824,267.6,74.0,0.0,MM
825,-10.8,74.0,0.0,MM
826,-43.6,74.0,0.0,MM
827,402.4,75.2,0.0,MM
828,328.4,75.2,0.0,MM
829,250.0,74.4,0.0,MM
830,121.2,74.8,0.0,MM
831,87.2,75.2,0.0,MM
832,11.2,74.4,0.0,MM
833,-86.8,75.2,0.0,MM
834,-175.6,74.4,0.0,MM
835,-249.6,75.2,0.0,MM
836,-266.8,74.8,0.0,MM
837,-345.2,74.4,0.0,MM
838,-120.4,75.6,0.0,MM
839,-400.4,75.6,0.0,MM
840,165.2,76.0,0.0,MM
841,110.0,76.4,0.0,MM
842,98.4,76.4,0.0,MM
843,-165.2,76.4,0.0,MM
844,236.4,77.2,0.0,MM
845,54.4,77.6,0.0,MM
846,-53.2,77.6,0.0,MM
847,-98.4,77.2,0.0,MM
848,-109.2,77.2,0.0,MM
849,-327.6,77.2,0.0,MM
850,382.8,78.4,0.0,MM
851,153.6,78.0,0.0,MM
852,32.4,78.4,0.0,MM
853,-236.4,78.0,0.0,MM
854,-380.8,78.4,0.0,MM
855,311.6,78.8,0.0,MM
856,223.6,78.8,0.0,MM
857,-31.6,78.8,0.0,MM
858,-153.2,78.8,0.0,MM
859,140.4,80.4,0.0,MM
860,210.0,81.2,0.0,MM
861,66.4,80.8,0.0,MM
862,19.2,81.6,0.0,MM
863,-66.0,81.2,0.0,MM
864,-140.8,80.8,0.0,MM
865,-222.8,80.8,0.0,MM
866,-312.0,80.8,0.0,MM
867,359.6,82.4,0.0,MM
868,296.4,82.4,0.0,MM
869,196.8,82.8,0.0,MM
870,-18.8,82.8,0.0,MM
871,-210.0,82.8,0.0,MM
872,182.8,84.0,0.0,MM
873,-196.4,84.0,0.0,MM
874,-296.4,84.0,0.0,MM
875,77.6,84.4,0.0,MM
876,-359.6,84.4,0.0,MM
877,342.0,85.2,0.0,MM
878,280.4,85.2,0.0,MM
879,-77.2,85.2,0.0,MM
880,-182.4,85.2,0.0,MM
881,262.8,86.4,0.0,MM
882,245.6,86.0,0.0,MM
883,170.8,86.0,0.0,MM
884,-169.6,86.0,0.0,MM
885,-279.2,86.0,0.0,MM
886,88.4,86.8,0.0,MM
887,-88.4,86.8,0.0,MM
888,-262.0,86.8,0.0,MM
889,112.4,87.2,0.0,MM
890,100.4,87.6,0.0,MM
891,55.2,87.6,0.0,MM
892,-111.6,87.6,0.0,MM
893,-341.2,87.2,0.0,MM
894,399.6,88.8,0.0,MM
895,231.6,88.8,0.0,MM
896,123.2,88.8,0.0,MM
897,28.4,88.8,0.0,MM
898,-55.2,88.8,0.0,MM
899,-99.6,88.4,0.0,MM
900,-245.6,88.8,0.0,MM
901,158.4,89.2,0.0,MM
902,41.2,89.2,0.0,MM
903,-28.0,89.2,0.0,MM
904,-397.6,89.2,0.0,MM
905,324.4,90.4,0.0,MM
906,146.0,90.0,0.0,MM
907,134.4,90.0,0.0,MM
908,-40.8,90.0,0.0,MM
909,-122.8,90.0,0.0,MM
910,-158.0,90.0,0.0,MM
911,-231.6,90.0,0.0,MM
912,-134.0,90.8,0.0,MM
913,-145.2,90.8,0.0,MM
914,379.6,91.6,0.0,MM
915,14.8,91.6,0.0,MM
916,-14.0,91.6,0.0,MM
917,-378.0,91.6,0.0,MM
918,307.6,92.8,0.0,MM
919,218.8,92.0,0.0,MM
920,67.2,92.4,0.0,MM
921,-67.2,92.4,0.0,MM
922,-324.0,92.0,0.0,MM
923,-218.0,93.2,0.0,MM
924,204.4,94.0,0.0,MM
925,-307.6,94.0,0.0,MM
926,190.8,94.8,0.0,MM
927,176.0,95.2,0.0,MM
928,-204.4,94.8,0.0,MM
929,355.6,95.6,0.0,MM
930,291.6,95.6,0.0,MM
931,78.0,95.6,0.0,MM
932,-190.0,95.6,0.0,MM
933,36.8,96.4,0.0,MM
934,-78.0,96.4,0.0,MM
935,276.0,97.6,0.0,MM
936,-35.6,97.2,0.0,MM
937,-175.6,97.2,0.0,MM
938,-291.6,97.2,0.0,MM
939,-355.6,97.6,0.0,MM
940,258.0,98.0,0.0,MM
941,90.0,98.0,0.0,MM
942,240.4,98.8,0.0,MM
943,101.2,98.4,0.0,MM
944,55.6,98.8,0.0,MM
945,-89.2,98.4,0.0,MM
946,-101.2,99.2,0.0,MM
947,-258.0,98.8,0.0,MM
948,-274.8,98.8,0.0,MM
949,114.0,100.0,0.0,MM
950,-55.6,99.6,0.0,MM
951,-113.6,99.6,0.0,MM
952,-240.4,100.0,0.0,MM
953,162.0,100.4,0.0,MM
954,126.4,100.4,0.0,MM
955,24.0,100.4,0.0,MM
956,-23.6,100.4,0.0,MM
957,-160.8,100.4,0.0,MM
958,149.6,100.8,0.0,MM
959,138.0,101.6,0.0,MM
960,-125.6,101.6,0.0,MM
961,-137.6,101.6,0.0,MM
962,-150.0,101.6,0.0,MM
963,337.2,102.0,0.0,MM
964,10.8,102.0,0.0,MM
965,-10.4,102.0,0.0,MM
966,395.2,102.4,0.0,MM
967,225.2,102.8,0.0,MM
968,-336.4,102.8,0.0,MM
969,-394.0,102.8,0.0,MM
970,66.8,103.6,0.0,MM
971,45.2,103.6,0.0,MM
972,-45.2,104.0,0.0,MM
973,-66.4,103.6,0.0,MM
974,376.0,105.2,0.0,MM
975,319.6,105.2,0.0,MM
976,212.4,105.2,0.0,MM
977,-224.8,105.2,0.0,MM
978,-374.0,105.2,0.0,MM
979,-211.2,106.4,0.0,MM
980,198.4,106.8,0.0,MM
981,78.0,106.8,0.0,MM
982,-318.8,106.8,0.0,MM
983,302.8,107.2,0.0,MM
984,184.0,107.2,0.0,MM
985,-78.0,107.2,0.0,MM
986,-184.0,107.6,0.0,MM
987,-198.0,107.2,0.0,MM
988,287.2,108.8,0.0,MM
989,89.2,108.8,0.0,MM
990,32.4,108.4,0.0,MM
991,-32.0,108.4,0.0,MM
992,-302.8,108.4,0.0,MM
993,270.8,109.2,0.0,MM
994,104.0,109.2,0.0,MM
995,-88.4,109.2,0.0,MM
996,252.4,110.4,0.0,MM
997,116.8,110.4,0.0,MM
998,54.8,110.0,0.0,MM
999,-19.6,110.4,0.0,MM
1000,-54.8,110.4,0.0,MM
1001,-103.6,109.6,0.0,MM
1002,-286.0,110.0,0.0,MM
1003,19.6,111.2,0.0,MM
1004,-116.4,111.6,0.0,MM
1005,-252.8,111.6,0.0,MM
1006,-270.4,111.2,0.0,MM
1007,152.4,112.8,0.0,MM
1008,140.4,112.4,0.0,MM
1009,128.4,112.4,0.0,MM
1010,-128.4,112.4,0.0,MM
1011,-151.6,113.2,0.0,MM
1012,163.6,114.0,0.0,MM
1013,65.2,114.4,0.0,MM
1014,-64.8,114.4,0.0,MM
1015,-140.0,113.6,0.0,MM
1016,-164.4,115.2,0.0,MM
1017,391.2,115.6,0.0,MM
1018,41.2,115.6,0.0,MM
1019,-40.8,115.6,0.0,MM
1020,-370.0,115.6,0.0,MM
1021,372.0,116.4,0.0,MM
1022,178.0,116.0,0.0,MM
1023,349.2,117.2,0.0,MM
1024,204.4,117.6,0.0,MM
1025,190.8,117.6,0.0,MM
1026,76.4,117.6,0.0,MM
1027,-76.0,117.6,0.0,MM
1028,-176.8,117.6,0.0,MM
1029,331.6,118.0,0.0,MM
1030,231.2,118.0,0.0,MM
1031,217.6,118.0,0.0,MM
1032,314.0,119.2,0.0,MM
1033,27.6,118.8,0.0,MM
1034,-27.6,118.8,0.0,MM
1035,-190.0,118.4,0.0,MM
1036,-203.6,118.4,0.0,MM
1037,-216.8,119.2,0.0,MM
1038,-230.8,118.4,0.0,MM
1039,-331.2,119.2,0.0,MM
1040,-348.4,118.8,0.0,MM
1041,-389.2,119.2,0.0,MM
1042,248.4,119.6,0.0,MM
1043,106.8,119.6,0.0,MM
1044,297.6,120.4,0.0,MM
1045,51.6,120.4,0.0,MM
1046,-50.8,120.4,0.0,MM
1047,-106.0,120.4,0.0,MM
1048,-314.0,120.4,0.0,MM
1049,281.6,121.6,0.0,MM
1050,265.2,121.6,0.0,MM
1051,14.8,121.2,0.0,MM
1052,-247.2,121.2,0.0,MM
1053,-297.2,121.6,0.0,MM
1054,118.0,122.0,0.0,MM
1055,-14.0,122.0,0.0,MM
1056,-264.0,122.0,0.0,MM
1057,-281.2,122.0,0.0,MM
1058,86.4,122.8,0.0,MM
1059,-85.6,123.2,0.0,MM
1060,-117.2,122.8,0.0,MM
1061,143.2,123.6,0.0,MM
1062,129.2,123.6,0.0,MM
1063,-129.2,124.0,0.0,MM
1064,155.6,124.4,0.0,MM
1065,-142.8,124.4,0.0,MM
1066,62.0,125.2,0.0,MM
1067,37.2,125.2,0.0,MM
1068,-36.8,125.6,0.0,MM
1069,-61.2,125.2,0.0,MM
1070,-154.8,125.2,0.0,MM
1071,169.2,126.8,0.0,MM
1072,96.4,126.8,0.0,MM
1073,-96.4,128.0,0.0,MM
1074,-169.2,127.6,0.0,MM
1075,211.2,128.4,0.0,MM
1076,183.2,128.4,0.0,MM
1077,22.0,128.4,0.0,MM
1078,-22.0,128.4,0.0,MM
1079,224.8,129.2,0.0,MM
1080,-182.0,129.2,0.0,MM
1081,-210.4,129.2,0.0,MM
1082,344.4,130.0,0.0,MM
1083,196.4,130.0,0.0,MM
1084,74.8,130.0,0.0,MM
1085,-73.2,130.4,0.0,MM
1086,-195.6,130.4,0.0,MM
1087,-224.4,130.0,0.0,MM
1088,385.2,130.8,0.0,MM
1089,326.0,130.8,0.0,MM
1090,47.6,130.8,0.0,MM
1091,-46.8,130.8,0.0,MM
1092,365.2,131.6,0.0,MM
1093,241.2,131.6,0.0,MM
1094,107.6,131.6,0.0,MM
1095,-107.6,131.6,0.0,MM
1096,-326.0,131.6,0.0,MM
1097,-343.2,132.0,0.0,MM
1098,308.0,132.8,0.0,MM
1099,-384.4,132.8,0.0,MM
1100,258.0,133.2,0.0,MM
1101,118.8,133.2,0.0,MM
1102,-241.2,133.2,0.0,MM
1103,-365.2,133.2,0.0,MM
1104,291.6,133.6,0.0,MM
1105,275.2,134.0,0.0,MM
1106,145.6,134.4,0.0,MM
1107,-118.4,134.0,0.0,MM
1108,-307.6,134.0,0.0,MM
1109,131.6,134.8,0.0,MM
1110,85.2,135.2,0.0,MM
1111,32.4,134.8,0.0,MM
1112,-145.2,135.2,0.0,MM
1113,-257.6,134.8,0.0,MM
1114,-274.0,134.8,0.0,MM
1115,-290.0,134.8,0.0,MM
1116,61.6,135.6,0.0,MM
1117,-31.6,135.6,0.0,MM
1118,-84.4,135.6,0.0,MM
1119,-130.0,135.6,0.0,MM
1120,160.4,136.8,0.0,MM
1121,-60.8,136.0,0.0,MM
1122,16.4,137.2,0.0,MM
1123,-160.0,137.2,0.0,MM
1124,-15.6,138.0,0.0,MM
1125,-94.8,139.2,0.0,MM
1126,174.0,139.6,0.0,MM
1127,96.4,139.6,0.0,MM
1128,217.2,140.4,0.0,MM
1129,-174.0,140.4,0.0,MM
1130,188.4,141.6,0.0,MM
1131,73.2,141.6,0.0,MM
1132,-72.0,141.6,0.0,MM
1133,-188.0,141.6,0.0,MM
1134,-216.8,141.6,0.0,MM
1135,201.2,142.0,0.0,MM
1136,106.8,142.0,0.0,MM
1137,360.4,143.2,0.0,MM
1138,338.8,142.8,0.0,MM
1139,234.8,142.8,0.0,MM
1140,40.0,143.2,0.0,MM
1141,-39.6,142.8,0.0,MM
1142,-107.2,142.8,0.0,MM
1143,-200.4,142.8,0.0,MM
1144,-234.4,142.8,0.0,MM
1145,380.0,143.6,0.0,MM
1146,-338.8,144.4,0.0,MM
1147,267.6,145.2,0.0,MM
1148,251.6,145.2,0.0,MM
1149,118.0,145.6,0.0,MM
1150,-359.6,145.2,0.0,MM
1151,318.8,146.0,0.0,MM
1152,83.6,146.0,0.0,MM
1153,26.0,146.0,0.0,MM
1154,-25.6,146.0,0.0,MM
1155,-250.8,146.0,0.0,MM
1156,-380.0,146.0,0.0,MM
1157,301.6,146.8,0.0,MM
1158,284.0,146.8,0.0,MM
1159,150.8,146.8,0.0,MM
1160,60.4,146.8,0.0,MM
1161,-58.8,146.8,0.0,MM
1162,-82.8,146.8,0.0,MM
1163,-117.2,146.8,0.0,MM
1164,11.6,148.0,0.0,MM
1165,-10.8,148.0,0.0,MM
1166,-150.0,147.6,0.0,MM
1167,-267.6,147.6,0.0,MM
1168,-283.6,148.0,0.0,MM
1169,-318.8,148.0,0.0,MM
1170,-301.2,148.4,0.0,MM
1171,129.2,149.2,0.0,MM
1172,-129.2,149.6,0.0,MM
1173,164.4,150.0,0.0,MM
1174,-163.6,150.4,0.0,MM
1175,94.8,150.8,0.0,MM
1176,47.6,150.8,0.0,MM
1177,-47.2,150.8,0.0,MM
1178,-94.0,150.8,0.0,MM
1179,178.4,152.0,0.0,MM
1180,70.4,152.0,0.0,MM
1181,-70.0,152.0,0.0,MM
1182,-177.2,152.8,0.0,MM
1183,106.8,153.2,0.0,MM
1184,227.6,153.6,0.0,MM
1185,34.8,154.0,0.0,MM
1186,-33.2,154.0,0.0,MM
1187,-106.0,154.0,0.0,MM
1188,-226.8,154.0,0.0,MM
1189,190.4,154.8,0.0,MM
1190,142.4,154.8,0.0,MM
1191,245.2,155.6,0.0,MM
1192,-142.0,155.6,0.0,MM
1193,-190.0,155.6,0.0,MM
1194,374.8,156.4,0.0,MM
1195,354.4,156.4,0.0,MM
1196,20.4,156.4,0.0,MM
1197,-20.0,156.8,0.0,MM
1198,204.4,157.2,0.0,MM
1199,118.8,157.2,0.0,MM
1200,81.2,157.2,0.0,MM
1201,57.2,157.2,0.0,MM
1202,-243.6,157.2,0.0,MM
1203,-354.0,157.2,0.0,MM
1204,261.2,158.4,0.0,MM
1205,-56.4,158.0,0.0,MM
1206,-81.2,158.0,0.0,MM
1207,-117.2,158.4,0.0,MM
1208,-202.8,158.0,0.0,MM
1209,-373.6,158.0,0.0,MM
1210,277.2,159.2,0.0,MM
1211,154.4,159.2,0.0,MM
1212,-260.4,158.8,0.0,MM
1213,294.0,159.6,0.0,MM
1214,-154.0,159.6,0.0,MM
1215,-276.4,159.6,0.0,MM
1216,-292.4,160.8,0.0,MM
1217,310.8,161.6,0.0,MM
1218,92.8,161.6,0.0,MM
1219,42.8,161.6,0.0,MM
1220,-42.4,161.6,0.0,MM
1221,220.0,162.0,0.0,MM
1222,168.0,162.0,0.0,MM
1223,-92.0,162.0,0.0,MM
1224,328.8,163.2,0.0,MM
1225,-166.8,163.2,0.0,MM
1226,-310.0,163.2,0.0,MM
1227,131.6,163.6,0.0,MM
1228,67.2,163.6,0.0,MM
1229,-219.6,163.6,0.0,MM
1230,182.8,164.4,0.0,MM
1231,29.2,164.4,0.0,MM
1232,-66.4,164.4,0.0,MM
1233,-130.0,164.4,0.0,MM
1234,-328.0,164.4,0.0,MM
1235,106.8,165.2,0.0,MM
1236,-28.0,164.8,0.0,MM
1237,-106.4,165.6,0.0,MM
1238,-181.6,165.2,0.0,MM
1239,14.8,166.0,0.0,MM
1240,-14.0,166.0,0.0,MM
1241,349.6,166.8,0.0,MM
1242,236.8,166.8,0.0,MM
1243,195.6,166.8,0.0,MM
1244,-195.2,167.2,0.0,MM
1245,144.4,168.0,0.0,MM
1246,-235.6,167.6,0.0,MM
1247,-348.4,168.0,0.0,MM
1248,52.8,168.4,0.0,MM
1249,-52.4,168.4,0.0,MM
1250,368.4,168.8,0.0,MM
1251,252.4,169.2,0.0,MM
1252,77.2,169.2,0.0,MM
1253,-76.4,169.2,0.0,MM
1254,-143.2,168.8,0.0,MM
1255,-252.4,170.4,0.0,MM
1256,-368.4,170.8,0.0,MM
1257,269.2,171.6,0.0,MM
1258,120.4,171.6,0.0,MM
1259,38.0,172.0,0.0,MM
1260,-37.2,171.6,0.0,MM
1261,-119.6,171.6,0.0,MM
1262,211.2,172.8,0.0,MM
1263,157.2,172.4,0.0,MM
1264,-156.0,172.8,0.0,MM
1265,-268.0,172.8,0.0,MM
1266,304.4,173.2,0.0,MM
1267,286.0,173.2,0.0,MM
1268,-211.6,173.2,0.0,MM
1269,64.4,174.4,0.0,MM
1270,-22.0,174.4,0.0,MM
1271,-63.2,174.4,0.0,MM
1272,-284.8,174.0,0.0,MM
1273,170.8,174.8,0.0,MM
1274,23.6,174.8,0.0,MM
1275,322.0,175.6,0.0,MM
1276,87.6,175.6,0.0,MM
1277,-86.8,175.6,0.0,MM
1278,-169.2,175.6,0.0,MM
1279,-302.8,175.2,0.0,MM
1280,228.0,176.4,0.0,MM
1281,186.8,176.4,0.0,MM
1282,132.8,176.4,0.0,MM
1283,-321.2,176.8,0.0,MM
1284,-132.4,177.2,0.0,MM
1285,-185.2,177.2,0.0,MM
1286,342.8,178.0,0.0,MM
1287,108.0,178.0,0.0,MM
1288,-107.6,178.0,0.0,MM
1289,-227.2,178.0,0.0,MM
1290,47.6,178.8,0.0,MM
1291,-46.8,179.6,0.0,MM
1292,-341.6,180.4,0.0,MM
1293,362.0,181.2,0.0,MM
1294,245.2,181.2,0.0,MM
1295,74.8,181.2,0.0,MM
1296,-73.2,181.2,0.0,MM
1297,203.6,182.0,0.0,MM
1298,145.2,181.6,0.0,MM
1299,31.2,182.0,0.0,MM
1300,-144.4,182.0,0.0,MM
1301,-243.6,181.6,0.0,MM
1302,260.4,183.2,0.0,MM
1303,-30.4,182.8,0.0,MM
1304,-202.4,182.8,0.0,MM
1305,-361.6,182.8,0.0,MM
1306,98.0,183.6,0.0,MM
1307,-258.8,183.6,0.0,MM
1308,121.6,184.4,0.0,MM
1309,18.4,184.4,0.0,MM
1310,-16.4,184.0,0.0,MM
1311,-96.8,184.0,0.0,MM
1312,-120.0,184.8,0.0,MM
1313,277.2,185.2,0.0,MM
1314,61.2,185.2,0.0,MM
1315,-60.8,185.2,0.0,MM
1316,157.6,186.0,0.0,MM
1317,314.0,186.4,0.0,MM
1318,220.0,186.8,0.0,MM
1319,-157.6,186.4,0.0,MM
1320,-275.6,186.4,0.0,MM
1321,294.4,188.0,0.0,MM
1322,-219.2,188.4,0.0,MM
1323,-312.8,188.8,0.0,MM
1324,133.6,189.6,0.0,MM
1325,85.2,189.2,0.0,MM
1326,-293.6,189.2,0.0,MM
1327,-84.4,190.0,0.0,MM
1328,-132.8,190.0,0.0,MM
1329,335.2,190.8,0.0,MM
1330,170.8,190.8,0.0,MM
1331,109.2,190.8,0.0,MM
1332,39.6,190.8,0.0,MM
1333,-38.0,190.8,0.0,MM
1334,234.8,191.2,0.0,MM
1335,193.6,191.2,0.0,MM
1336,-108.0,191.2,0.0,MM
1337,-169.2,191.2,0.0,MM
1338,-192.4,192.0,0.0,MM
1339,-234.4,192.0,0.0,MM
1340,-335.2,192.0,0.0,MM
1341,355.6,193.2,0.0,MM
1342,147.6,193.2,0.0,MM
1343,25.2,192.8,0.0,MM
1344,-25.2,192.8,0.0,MM
1345,72.8,194.4,0.0,MM
1346,11.6,194.0,0.0,MM
1347,-10.8,194.4,0.0,MM
1348,251.2,194.8,0.0,MM
1349,-72.4,194.8,0.0,MM
1350,-146.4,194.8,0.0,MM
1351,-354.8,194.8,0.0,MM
1352,210.0,196.4,0.0,MM
1353,96.4,196.4,0.0,MM
1354,-250.4,196.4,0.0,MM
1355,121.6,197.2,0.0,MM
1356,267.6,198.0,0.0,MM
1357,159.6,198.0,0.0,MM
1358,59.6,198.4,0.0,MM
1359,-58.0,198.4,0.0,MM
1360,-94.8,198.0,0.0,MM
1361,-120.0,198.0,0.0,MM
1362,-208.8,198.0,0.0,MM
1363,185.2,198.8,0.0,MM
1364,-158.8,199.6,0.0,MM
1365,-184.4,199.6,0.0,MM
1366,-269.2,199.6,0.0,MM
1367,47.6,201.2,0.0,MM
1368,-46.8,201.2,0.0,MM
1369,328.4,202.4,0.0,MM
1370,284.0,202.0,0.0,MM
1371,226.0,202.0,0.0,MM
1372,83.2,202.4,0.0,MM
1373,-82.4,202.4,0.0,MM
1374,-224.4,202.4,0.0,MM
1375,133.6,202.8,0.0,MM
1376,-132.8,203.2,0.0,MM
1377,-283.6,202.8,0.0,MM
1378,-327.6,203.2,0.0,MM
1379,34.0,203.6,0.0,MM
1380,348.4,204.8,0.0,MM
1381,108.0,204.4,0.0,MM
1382,-32.4,204.0,0.0,MM
1383,-107.2,204.4,0.0,MM
1384,241.6,205.2,0.0,MM
1385,-20.0,205.2,0.0,MM
1386,302.0,206.0,0.0,MM
1387,200.0,206.0,0.0,MM
1388,21.2,206.0,0.0,MM
1389,174.8,207.2,0.0,MM
1390,148.8,206.8,0.0,MM
1391,70.0,207.2,0.0,MM
1392,-199.2,206.8,0.0,MM
1393,-240.4,207.2,0.0,MM
1394,-301.2,206.8,0.0,MM
1395,-346.8,207.2,0.0,MM
1396,-68.8,207.6,0.0,MM
1397,-147.6,207.6,0.0,MM
1398,-174.0,208.0,0.0,MM
1399,258.0,209.6,0.0,MM
1400,94.8,210.0,0.0,MM
1401,-93.2,210.0,0.0,MM
1402,118.8,210.8,0.0,MM
1403,56.8,210.8,0.0,MM
1404,-55.6,210.8,0.0,MM
1405,-256.8,210.8,0.0,MM
1406,276.0,212.0,0.0,MM
1407,215.6,212.0,0.0,MM
1408,-118.0,211.6,0.0,MM
1409,-214.8,212.4,0.0,MM
1410,321.6,212.8,0.0,MM
1411,-274.8,213.6,0.0,MM
1412,-320.0,213.6,0.0,MM
1413,42.4,214.0,0.0,MM
1414,190.0,214.8,0.0,MM
1415,-42.0,214.8,0.0,MM
1416,164.8,215.6,0.0,MM
1417,81.2,215.6,0.0,MM
1418,28.8,216.0,0.0,MM
1419,-26.8,215.6,0.0,MM
1420,-80.4,215.6,0.0,MM
1421,-163.6,215.6,0.0,MM
1422,-189.2,215.6,0.0,MM
1423,292.8,216.4,0.0,MM
1424,230.8,216.4,0.0,MM
1425,107.6,216.4,0.0,MM
1426,340.8,217.2,0.0,MM
1427,131.2,217.2,0.0,MM
1428,14.8,217.2,0.0,MM
1429,-13.6,217.2,0.0,MM
1430,-106.0,217.2,0.0,MM
1431,-229.6,217.2,0.0,MM
1432,-292.4,217.2,0.0,MM
1433,-128.8,218.4,0.0,MM
1434,-340.0,218.8,0.0,MM
1435,66.4,219.2,0.0,MM
1436,-65.2,219.6,0.0,MM
1437,247.2,221.2,0.0,MM
1438,205.2,221.2,0.0,MM
1439,-204.0,222.0,0.0,MM
1440,-246.0,222.4,0.0,MM
1441,313.2,223.6,0.0,MM
1442,179.6,223.6,0.0,MM
1443,153.2,223.6,0.0,MM
1444,91.6,223.6,0.0,MM
1445,51.6,223.6,0.0,MM
1446,-50.8,223.6,0.0,MM
1447,-90.8,223.6,0.0,MM
1448,-152.4,223.6,0.0,MM
1449,118.4,224.0,0.0,MM
1450,-117.6,224.4,0.0,MM
1451,-178.4,224.4,0.0,MM
1452,-312.0,224.8,0.0,MM
1453,264.4,225.2,0.0,MM
1454,220.0,226.0,0.0,MM
1455,37.6,226.0,0.0,MM
1456,-36.4,226.0,0.0,MM
1457,-262.8,227.2,0.0,MM
1458,284.0,227.6,0.0,MM
1459,23.6,227.6,0.0,MM
1460,-21.6,227.6,0.0,MM
1461,-219.6,227.6,0.0,MM
1462,332.4,228.0,0.0,MM
1463,143.6,228.4,0.0,MM
1464,76.4,228.4,0.0,MM
1465,-74.8,228.4,0.0,MM
1466,-142.8,228.8,0.0,MM
1467,-282.4,228.8,0.0,MM
1468,-330.4,229.6,0.0,MM
1469,194.8,230.0,0.0,MM
1470,106.8,230.0,0.0,MM
1471,-104.8,230.0,0.0,MM
1472,168.4,231.2,0.0,MM
1473,-193.2,231.2,0.0,MM
1474,63.6,232.0,0.0,MM
1475,236.0,232.4,0.0,MM
1476,-62.0,232.4,0.0,MM
1477,-167.6,232.4,0.0,MM
1478,-234.8,233.2,0.0,MM
1479,304.4,234.0,0.0,MM
1480,132.0,234.8,0.0,MM
1481,-303.6,234.8,0.0,MM
1482,47.2,235.2,0.0,MM
1483,-45.6,236.0,0.0,MM
1484,-130.0,235.2,0.0,MM
1485,209.2,236.4,0.0,MM
1486,86.0,236.4,0.0,MM
1487,-208.0,237.2,0.0,MM
1488,252.4,238.4,0.0,MM
1489,157.2,238.4,0.0,MM
1490,30.4,238.4,0.0,MM
1491,-84.0,238.0,0.0,MM
1492,182.8,238.8,0.0,MM
1493,-29.2,238.8,0.0,MM
1494,-155.6,238.8,0.0,MM
1495,324.4,239.6,0.0,MM
1496,17.2,239.2,0.0,MM
1497,-15.6,239.6,0.0,MM
1498,-181.6,239.6,0.0,MM
1499,-250.8,239.2,0.0,MM
1500,120.4,240.4,0.0,MM
1501,-322.4,240.4,0.0,MM
1502,73.2,241.2,0.0,MM
1503,-71.6,241.2,0.0,MM
1504,-118.8,241.2,0.0,MM
1505,225.2,242.0,0.0,MM
1506,296.4,244.0,0.0,MM
1507,268.8,243.6,0.0,MM
1508,60.4,244.0,0.0,MM
1509,-223.2,243.6,0.0,MM
1510,-58.8,244.8,0.0,MM
1511,197.2,245.2,0.0,MM
1512,145.2,245.2,0.0,MM
1513,-267.6,245.2,0.0,MM
1514,-294.4,245.2,0.0,MM
1515,107.6,246.0,0.0,MM
1516,-143.6,246.0,0.0,MM
1517,-195.6,246.4,0.0,MM
1518,242.0,247.2,0.0,MM
1519,170.8,246.8,0.0,MM
1520,-106.0,247.2,0.0,MM
1521,-169.2,247.6,0.0,MM
1522,38.8,248.4,0.0,MM
1523,-36.8,248.4,0.0,MM
1524,-240.8,248.4,0.0,MM
1525,314.4,250.0,0.0,MM
1526,98.0,250.0,0.0,MM
1527,25.2,250.0,0.0,MM
1528,-23.6,250.0,0.0,MM
1529,133.2,250.8,0.0,MM
1530,11.2,250.8,0.0,MM
1531,-10.4,250.8,0.0,MM
