id,x,y,z,type
1532,-94.8,250.4,0.0,MM
1533,-314.0,251.2,0.0,MM
1534,212.4,251.6,0.0,MM
1535,-131.6,251.6,0.0,MM
1536,287.6,252.8,0.0,MM
1537,-211.2,252.4,0.0,MM
1538,258.8,254.0,0.0,MM
1539,158.8,254.0,0.0,MM
1540,184.8,254.4,0.0,MM
1541,83.6,254.8,0.0,MM
1542,-82.0,254.8,0.0,MM
1543,-158.0,254.8,0.0,MM
1544,-184.0,255.2,0.0,MM
1545,-257.2,255.2,0.0,MM
1546,-286.8,254.8,0.0,MM
1547,120.8,256.8,0.0,MM
1548,71.6,257.6,0.0,MM
1549,-118.8,257.6,0.0,MM
1550,229.2,258.8,0.0,MM
1551,-70.0,258.8,0.0,MM
1552,146.0,260.0,0.0,MM
1553,-227.2,259.6,0.0,MM
1554,305.6,260.4,0.0,MM
1555,200.0,261.2,0.0,MM
1556,57.6,261.2,0.0,MM
1557,-56.4,261.2,0.0,MM
1558,-144.8,261.2,0.0,MM
1559,-304.8,261.6,0.0,MM
1560,108.4,262.0,0.0,MM
1561,-198.8,262.0,0.0,MM
1562,173.2,262.8,0.0,MM
1563,-106.0,262.8,0.0,MM
1564,277.2,263.6,0.0,MM
1565,248.0,263.2,0.0,MM
1566,47.2,263.6,0.0,MM
1567,-45.6,263.2,0.0,MM
1568,-171.6,263.2,0.0,MM
1569,-276.0,264.4,0.0,MM
1570,32.8,265.2,0.0,MM
1571,-31.6,265.2,0.0,MM
1572,-247.2,265.2,0.0,MM
1573,-18.8,266.4,0.0,MM
1574,133.2,266.8,0.0,MM
1575,20.0,266.8,0.0,MM
1576,-93.6,266.8,0.0,MM
1577,95.2,267.2,0.0,MM
1578,-132.4,267.6,0.0,MM
1579,214.8,269.2,0.0,MM
1580,159.2,269.2,0.0,MM
1581,186.8,270.0,0.0,MM
1582,82.4,270.0,0.0,MM
1583,-158.4,270.0,0.0,MM
1584,-214.4,270.0,0.0,MM
1585,296.4,271.2,0.0,MM
1586,-185.6,271.2,0.0,MM
1587,-80.8,271.6,0.0,MM
1588,268.0,272.4,0.0,MM
1589,120.4,272.4,0.0,MM
1590,-294.0,272.4,0.0,MM
1591,-118.8,273.2,0.0,MM
1592,-266.8,273.2,0.0,MM
1593,68.4,274.0,0.0,MM
1594,-67.2,274.0,0.0,MM
1595,146.0,276.4,0.0,MM
1596,55.2,276.4,0.0,MM
1597,-144.8,276.4,0.0,MM
1598,230.0,277.2,0.0,MM
1599,204.4,277.2,0.0,MM
1600,-53.2,277.2,0.0,MM
1601,174.0,278.0,0.0,MM
1602,106.8,278.0,0.0,MM
1603,-105.2,278.0,0.0,MM
1604,-172.8,278.0,0.0,MM
1605,-202.4,278.0,0.0,MM
1606,-228.4,278.0,0.0,MM
1607,41.2,279.2,0.0,MM
1608,-40.4,279.2,0.0,MM
1609,286.0,280.4,0.0,MM
1610,27.6,280.4,0.0,MM
1611,-26.8,280.4,0.0,MM
1612,257.6,281.2,0.0,MM
1613,14.8,281.2,0.0,MM
1614,-12.4,281.6,0.0,MM
1615,-284.0,281.6,0.0,MM
1616,132.8,282.4,0.0,MM
1617,92.8,282.4,0.0,MM
1618,-92.4,282.8,0.0,MM
1619,-256.0,282.8,0.0,MM
1620,-131.6,283.2,0.0,MM
1621,160.4,285.2,0.0,MM
1622,219.2,286.0,0.0,MM
1623,80.0,286.0,0.0,MM
1624,-78.0,286.0,0.0,MM
1625,-158.8,286.0,0.0,MM
1626,188.4,286.8,0.0,MM
1627,-218.0,286.8,0.0,MM
1628,119.2,288.0,0.0,MM
1629,-186.8,288.0,0.0,MM
1630,-117.6,288.8,0.0,MM
1631,247.6,289.2,0.0,MM
1632,65.2,289.2,0.0,MM
1633,275.6,289.6,0.0,MM
1634,-63.6,290.0,0.0,MM
1635,-246.0,290.4,0.0,MM
1636,-274.0,290.4,0.0,MM
1637,51.2,291.6,0.0,MM
1638,145.2,292.8,0.0,MM
1639,-49.6,292.4,0.0,MM
1640,-145.2,292.8,0.0,MM
1641,104.8,293.2,0.0,MM
1642,207.2,294.0,0.0,MM
1643,36.8,294.0,0.0,MM
1644,-34.8,294.0,0.0,MM
1645,-102.8,294.0,0.0,MM
1646,173.6,295.2,0.0,MM
1647,22.0,295.2,0.0,MM
1648,-20.4,294.8,0.0,MM
1649,-205.6,294.8,0.0,MM
1650,-171.6,296.4,0.0,MM
1651,236.4,297.6,0.0,MM
1652,90.4,297.6,0.0,MM
1653,-88.0,297.6,0.0,MM
1654,265.2,298.8,0.0,MM
1655,132.4,298.8,0.0,MM
1656,-130.0,298.8,0.0,MM
1657,-234.8,298.8,0.0,MM
1658,-262.4,300.0,0.0,MM
1659,76.4,301.2,0.0,MM
1660,-74.4,301.2,0.0,MM
1661,162.0,302.0,0.0,MM
1662,-160.0,302.0,0.0,MM
1663,61.2,304.4,0.0,MM
1664,-58.8,304.4,0.0,MM
1665,117.2,305.2,0.0,MM
1666,-114.8,305.2,0.0,MM
1667,226.0,306.0,0.0,MM
1668,188.0,306.0,0.0,MM
1669,-44.4,306.8,0.0,MM
1670,-185.6,306.8,0.0,MM
1671,-224.4,306.8,0.0,MM
1672,253.2,307.6,0.0,MM
1673,45.6,307.2,0.0,MM
1674,102.8,308.8,0.0,MM
1675,30.4,308.4,0.0,MM
1676,-29.2,308.4,0.0,MM
1677,-251.6,308.8,0.0,MM
1678,145.2,309.2,0.0,MM
1679,16.0,309.2,0.0,MM
1680,-99.6,309.2,0.0,MM
1681,-14.4,310.0,0.0,MM
1682,-144.0,310.0,0.0,MM
1683,174.8,313.2,0.0,MM
1684,213.6,313.6,0.0,MM
1685,86.8,313.6,0.0,MM
1686,-85.6,314.0,0.0,MM
1687,-174.0,313.6,0.0,MM
1688,-211.6,314.4,0.0,MM
1689,129.2,315.6,0.0,MM
1690,242.0,316.0,0.0,MM
1691,71.6,316.4,0.0,MM
1692,-127.2,316.4,0.0,MM
1693,-240.8,316.4,0.0,MM
1694,-70.0,317.6,0.0,MM
1695,203.6,319.2,0.0,MM
1696,162.8,318.8,0.0,MM
1697,-160.8,319.2,0.0,MM
1698,56.4,319.6,0.0,MM
1699,-54.8,320.4,0.0,MM
1700,116.0,321.2,0.0,MM
1701,-114.4,321.6,0.0,MM
1702,-201.6,321.2,0.0,MM
1703,-38.4,322.0,0.0,MM
1704,39.6,322.4,0.0,MM
1705,24.8,324.0,0.0,MM
1706,-22.4,323.6,0.0,MM
1707,230.0,324.4,0.0,MM
1708,98.0,325.6,0.0,MM
1709,-228.0,324.8,0.0,MM
1710,-96.8,326.0,0.0,MM
1711,190.8,326.8,0.0,MM
1712,-189.2,327.6,0.0,MM
1713,141.6,328.4,0.0,MM
1714,-139.2,329.2,0.0,MM
1715,82.0,330.4,0.0,MM
1716,218.8,331.6,0.0,MM
1717,-79.6,331.2,0.0,MM
1718,-216.8,332.8,0.0,MM
1719,179.6,333.2,0.0,MM
1720,68.0,333.2,0.0,MM
1721,-66.4,333.2,0.0,MM
1722,128.0,333.6,0.0,MM
1723,-126.0,334.0,0.0,MM
1724,-176.8,334.4,0.0,MM
1725,50.0,336.4,0.0,MM
1726,-48.4,336.4,0.0,MM
1727,114.0,338.0,0.0,MM
1728,32.4,338.0,0.0,MM
1729,-30.8,338.0,0.0,MM
1730,206.0,339.2,0.0,MM
1731,166.0,339.2,0.0,MM
1732,18.8,339.2,0.0,MM
1733,-16.8,339.2,0.0,MM
1734,-112.4,339.2,0.0,MM
1735,-204.0,339.6,0.0,MM
1736,-163.6,340.4,0.0,MM
1737,154.8,344.4,0.0,MM
1738,92.4,344.4,0.0,MM
1739,-90.0,344.4,0.0,MM
1740,-152.8,344.4,0.0,MM
1741,194.0,346.0,0.0,MM
1742,78.4,348.0,0.0,MM
1743,-76.4,348.0,0.0,MM
1744,-192.0,347.6,0.0,MM
1745,141.6,349.2,0.0,MM
1746,-62.0,349.6,0.0,MM
1747,-140.0,349.2,0.0,MM
1748,63.6,350.0,0.0,MM
1749,180.8,352.0,0.0,MM
1750,41.2,353.2,0.0,MM
1751,-39.6,353.2,0.0,MM
1752,-179.2,353.2,0.0,MM
1753,129.2,354.0,0.0,MM
1754,-126.8,354.4,0.0,MM
1755,26.0,354.8,0.0,MM
1756,-10.8,354.8,0.0,MM
1757,-25.2,354.8,0.0,MM
1758,12.0,355.6,0.0,MM
1759,168.0,357.6,0.0,MM
1760,114.4,358.0,0.0,MM
1761,-112.4,358.8,0.0,MM
1762,-165.6,358.8,0.0,MM
1763,102.8,361.2,0.0,MM
1764,-101.2,361.2,0.0,MM
1765,154.8,363.2,0.0,MM
1766,89.2,364.4,0.0,MM
1767,-152.8,364.4,0.0,MM
1768,-87.6,365.6,0.0,MM
1769,142.0,368.0,0.0,MM
1770,75.6,367.6,0.0,MM
1771,-73.6,367.6,0.0,MM
1772,61.6,369.6,0.0,MM
1773,-139.2,368.8,0.0,MM
1774,-59.6,370.4,0.0,MM
1775,-48.0,372.0,0.0,MM
1776,127.6,372.4,0.0,MM
1777,50.0,372.4,0.0,MM
1778,35.6,373.2,0.0,MM
1779,-32.8,373.6,0.0,MM
1780,-125.6,373.2,0.0,MM
1781,-19.2,374.0,0.0,MM
1782,21.2,374.8,0.0,MM
1783,114.0,376.8,0.0,MM
1784,-112.4,377.6,0.0,MM
1785,100.4,380.4,0.0,MM
1786,-98.0,381.2,0.0,MM
1787,155.6,382.8,0.0,MM
1788,-152.8,383.2,0.0,MM
1789,86.4,383.6,0.0,MM
1790,-84.0,384.0,0.0,MM
1791,72.4,386.0,0.0,MM
1792,-70.8,386.0,0.0,MM
1793,141.6,387.6,0.0,MM
1794,58.8,388.4,0.0,MM
1795,-56.8,388.8,0.0,MM
1796,-138.8,388.8,0.0,MM
1797,44.8,390.0,0.0,MM
1798,-42.0,390.8,0.0,MM
1799,30.0,392.0,0.0,MM
1800,-27.2,391.6,0.0,MM
1801,127.2,392.4,0.0,MM
1802,15.6,392.4,0.0,MM
1803,-13.2,392.4,0.0,MM
1804,-124.8,392.4,0.0,MM
1805,112.8,395.6,0.0,MM
1806,-110.0,397.2,0.0,MM
1807,98.0,398.8,0.0,MM
1808,-94.8,400.4,0.0,MM
1809,83.6,402.0,0.0,MM
1810,-81.2,403.6,0.0,MM
1811,68.4,405.2,0.0,MM
1812,-66.0,406.0,0.0,MM
1813,54.0,407.2,0.0,MM
1814,-52.0,408.0,0.0,MM
1815,38.8,408.8,0.0,MM
1816,-36.8,408.8,0.0,MM
1817,23.6,410.0,0.0,MM
1818,-21.2,410.0,0.0,MM
1819,149.6,-257.2,0.0,LUGO
1820,-151.6,-256.0,0.0,LUGO
1821,198.4,-254.4,0.0,LUGO
1822,104.4,-253.2,0.0,LUGO
1823,-107.2,-252.4,0.0,LUGO
1824,-200.4,-252.8,0.0,LUGO
1825,64.4,-245.2,0.0,LUGO
1826,173.6,-243.2,0.0,LUGO
1827,128.0,-243.6,0.0,LUGO
1828,-129.6,-243.2,0.0,LUGO
1829,-175.2,-242.0,0.0,LUGO
1830,-64.8,-241.2,0.0,LUGO
1831,86.4,-238.8,0.0,LUGO
1832,-88.0,-237.6,0.0,LUGO
1833,221.6,-236.4,0.0,LUGO
1834,-223.2,-235.2,0.0,LUGO
1835,150.8,-232.4,0.0,LUGO
1836,27.2,-232.4,0.0,LUGO
1837,109.2,-230.8,0.0,LUGO
1838,-152.4,-230.4,0.0,LUGO
1839,-110.8,-229.6,0.0,LUGO
1840,48.8,-228.8,0.0,LUGO
1841,194.8,-228.0,0.0,LUGO
1842,-196.8,-226.8,0.0,LUGO
1843,70.4,-224.0,0.0,LUGO
1844,-49.6,-223.6,0.0,LUGO
1845,-71.6,-223.6,0.0,LUGO
1846,248.0,-222.4,0.0,LUGO
1847,-29.2,-222.8,0.0,LUGO
1848,129.6,-219.6,0.0,LUGO
1849,-130.8,-219.6,0.0,LUGO
1850,172.0,-218.0,0.0,LUGO
1851,-172.8,-217.2,0.0,LUGO
1852,90.8,-216.8,0.0,LUGO
1853,-92.4,-216.4,0.0,LUGO
1854,-244.0,-215.6,0.0,LUGO
1855,216.0,-210.0,0.0,LUGO
1856,150.4,-208.4,0.0,LUGO
1857,110.8,-208.8,0.0,LUGO
1858,-112.4,-208.4,0.0,LUGO
1859,-216.8,-208.8,0.0,LUGO
1860,-150.4,-207.6,0.0,LUGO
1861,260.0,-204.0,0.0,LUGO
1862,-258.4,-199.6,0.0,LUGO
1863,130.4,-198.0,0.0,LUGO
1864,-131.2,-198.0,0.0,LUGO
1865,232.0,-193.6,0.0,LUGO
1866,-234.0,-192.8,0.0,LUGO
1867,285.6,-186.8,0.0,LUGO
1868,-272.8,-184.0,0.0,LUGO
1869,-248.8,-179.2,0.0,LUGO
1870,244.8,-178.4,0.0,LUGO
1871,287.2,-171.2,0.0,LUGO
1872,-284.0,-166.8,0.0,LUGO
1873,322.0,-151.6,0.0,LUGO
1874,294.4,-150.4,0.0,LUGO
1875,-323.2,-151.2,0.0,LUGO
1876,-297.6,-150.0,0.0,LUGO
1877,332.0,-132.4,0.0,LUGO
1878,362.4,-131.6,0.0,LUGO
1879,304.0,-131.6,0.0,LUGO
1880,-304.8,-130.8,0.0,LUGO
1881,-332.8,-130.4,0.0,LUGO
1882,-362.8,-130.4,0.0,LUGO
1883,346.8,-114.0,0.0,LUGO
1884,312.8,-112.8,0.0,LUGO
1885,-313.2,-111.6,0.0,LUGO
1886,-344.0,-110.8,0.0,LUGO
1887,371.2,-109.2,0.0,LUGO
1888,-372.0,-107.6,0.0,LUGO
1889,320.4,-93.6,0.0,LUGO
1890,-321.2,-92.4,0.0,LUGO
1891,348.4,-90.8,0.0,LUGO
1892,-348.8,-88.4,0.0,LUGO
1893,378.0,-86.4,0.0,LUGO
1894,-379.2,-84.4,0.0,LUGO
1895,326.4,-73.2,0.0,LUGO
1896,-326.8,-72.4,0.0,LUGO
1897,354.0,-68.4,0.0,LUGO
1898,-355.2,-66.8,0.0,LUGO
1899,388.4,-66.0,0.0,LUGO
1900,-388.4,-66.4,0.0,LUGO
1901,332.0,-52.8,0.0,LUGO
1902,-332.0,-51.6,0.0,LUGO
1903,358.8,-47.2,0.0,LUGO
1904,-359.2,-44.8,0.0,LUGO
1905,388.0,-40.0,0.0,LUGO
1906,-388.0,-37.6,0.0,LUGO
1907,335.2,-32.4,0.0,LUGO
1908,-335.2,-30.8,0.0,LUGO
1909,361.2,-25.2,0.0,LUGO
1910,-362.0,-23.2,0.0,LUGO
1911,392.0,-18.0,0.0,LUGO
1912,-390.0,-17.2,0.0,LUGO
1913,336.8,-12.0,0.0,LUGO
1914,-337.2,-10.8,0.0,LUGO
1915,363.2,-2.4,0.0,LUGO
1916,-363.2,-0.4,0.0,LUGO
1917,398.0,13.2,0.0,LUGO
1918,-397.2,13.6,0.0,LUGO
1919,369.2,29.2,0.0,LUGO
1920,-369.6,31.2,0.0,LUGO
1921,396.0,41.2,0.0,LUGO
1922,-396.0,42.0,0.0,LUGO
1923,367.2,52.8,0.0,LUGO
1924,-366.8,54.4,0.0,LUGO
1925,392.8,65.6,0.0,LUGO
1926,-392.4,65.6,0.0,LUGO
