id,x,y,z
1,7.251240580327172,42.19289379601437,0.0
2,-8.858592130030459,48.69465661849213,0.0
3,20.146106809651812,49.488409889564295,0.0
4,-28.173810247835416,48.07361238205691,0.0
5,2.1657514296213205,59.388621154841836,0.0
6,-47.48241925957351,39.232339337223756,0.0
7,35.736843790686024,51.90095507010582,0.0
8,-20.09292121766866,61.93671720456868,0.0
9,17.145545888174958,66.35627729915471,0.0
10,-43.466304843797566,55.56289923149945,0.0
11,52.516447951874554,49.06027280914007,0.0
12,-7.171567888984056,73.47749382832252,0.0
13,-64.3153240961753,40.036140261330104,0.0
14,34.835846888148524,68.70490584096778,0.0
15,-34.14607862108539,71.15152214067813,0.0
16,68.96566142916993,40.87099961422658,0.0
17,9.74591446602179,81.43516514505266,0.0
18,-60.00502400380439,58.55897643539581,0.0
19,53.85265893184711,65.82858857036278,0.0
20,-19.88604250764816,84.53510436676316,0.0
21,29.562801150970945,84.78036914177994,0.0
22,-50.2508728496303,76.50052394020958,0.0
23,72.71772939255321,57.46038427666645,0.0
24,-1.3813759818834743,94.38249301360877,0.0
25,-77.10350695728522,57.34189658467885,0.0
26,50.969714913538006,82.77670940883067,0.0
27,-35.27541082580557,92.3741226913031,0.0
28,89.93016497166052,43.69908693259298,0.0
29,20.367048475988213,99.56852692861925,0.0
30,-67.69466414540476,77.97615304918357,0.0
31,72.50953783113533,75.02885880914155,0.0
32,-15.663079403373013,104.78456452962241,0.0
33,-94.0825767115668,52.097484160011845,0.0
34,44.10174542206618,99.24232920745096,0.0
35,-52.67827351621361,96.76470660504634,0.0
36,92.65753985490065,61.51305517802298,0.0
37,7.665297011031573,112.5108369514661,0.0
38,-85.7826653995938,75.55900306402872,0.0
39,68.37621527458288,92.88339327185709,0.0
40,-32.53402018503105,112.24157580608332,0.0
41,33.498870086776,114.58264799017451,0.0
42,-71.43545610692546,97.50872809747386,0.0
43,91.63625715151242,80.34090980274104,0.0
44,-8.100772283141081,123.0823743116065,0.0
45,-103.8306762745833,69.2756962924102,0.0
46,60.4013406728584,110.34524127386598,0.0
47,-51.40758447283735,116.40440886785761,0.0
48,112.31002029684836,61.85322501662056,0.0
49,19.46330782882227,128.1877537088612,0.0
50,-90.88063106541932,94.47272017855025,0.0
51,86.79024976115277,99.50808676763184,0.0
52,-26.444188169485653,130.81169885512855,0.0
53,-121.16903477580844,59.22411763015475,0.0
54,48.7399322414515,126.756285838613,0.0
55,-71.66850247339532,116.99499961170389,0.0
56,111.02670165365487,82.17410865887966,0.0
57,2.3629781739247555,139.49327104098464,0.0
58,-110.34292377794006,87.60479233001502,0.0
59,78.12621463113564,118.34227190355712,0.0
60,-46.828076987840156,135.29533311198014,0.0
61,131.5106289813735,58.84726656120475,0.0
62,33.62798794840655,141.48903037205667,0.0
63,-92.67577086496885,113.81921259766929,0.0
64,105.92266669008654,102.89481806041012,0.0
65,-17.3656496050628,147.99250788033805,0.0
66,-129.15523035568503,76.94353664849768,0.0
67,65.74128246685088,136.182685878659,0.0
68,-68.66901359376025,136.2091721359063,0.0
69,130.42901484521937,80.7755404346778,0.0
70,15.384719565029659,153.9581599307735,0.0
71,-113.77088030071532,106.7752541938611,0.0
72,96.95478249437633,123.35064568119053,0.0
73,-39.22081707438609,153.24782516310813,0.0
74,-146.6654450366231,62.62196158228124,0.0
75,49.8256988169434,152.3917315358826,0.0
76,-91.34498707184886,133.31751973231457,0.0
77,125.47717659824522,103.19011522285632,0.0
78,-5.589908403307558,163.63251392190284,0.0
79,-134.28904522454752,95.85877985034374,0.0
80,84.17780746441342,142.87910375489213,0.0
81,-62.64268858964216,154.9008851491351,0.0
82,149.57435121301913,76.32437080273736,0.0
83,30.661844048047552,166.36768353246313,0.0
84,-114.20627577703688,126.47992128869637,0.0
85,116.5730762041268,125.4312973548788,0.0
86,-28.821044577929456,170.04672343524936,0.0
87,-153.5721456604239,81.16517788713044,0.0
88,67.74543896488346,160.83309586327647,0.0
89,-87.0233403497203,152.68145929776387,0.0
90,145.15639307708923,100.5006553390636,0.0
91,8.620277910261292,177.55757957024932,0.0
92,-136.58821453652482,115.65579124566355,0.0
93,103.73560910014416,146.83326276944203,0.0
94,-53.76747256111612,172.81197861415444,0.0
95,168.18917311287953,68.9730932235333,0.0
96,-170.98254196271222,62.8892593179346,0.0
97,47.90872965841119,176.59470039679763,0.0
98,-111.71877663010017,146.41452488338348,0.0
99,136.6719419117023,124.62495701905198,0.0
100,-15.846767108406272,185.46971113665938,0.0
101,-157.82515080909957,100.90678942798428,0.0
102,87.0857086158691,166.73821814165456,0.0
103,-79.83227282884249,171.62551736206703,0.0
104,164.6650060253248,94.92077959318284,0.0
105,25.012055041461764,189.5889747947441,0.0
106,-136.06241675626882,136.02543210683683,0.0
107,124.10620179865934,148.026305952359,0.0
108,-42.21412302568032,189.68524637802597,0.0
109,-177.26504080468936,82.39690843853137,0.0
110,66.84512133706575,184.51098192398095,0.0
111,-106.37520902703758,166.2785133395241,0.0
112,156.94617584395388,120.97067714513156,0.0
113,-0.5132070994746364,199.29730234856785,0.0
114,-159.3795881578396,121.54297682315752,0.0
115,107.54821042469025,170.03482014317134,0.0
116,-69.89436738123392,189.86860538875877,0.0
117,183.71213607688196,86.54701006716522,0.0
118,43.332884059587,199.5535254300957,0.0
119,-132.7264637603441,156.6621096582854,0.0
120,144.98407466606363,146.44537994072215,0.0
121,-28.15711415177095,205.26987589800174,0.0
122,-181.00260647966732,103.10026739227064,0.0
123,87.19036059017307,189.99682719304428,0.0
124,-98.25016344987485,185.77627431629756,0.0
125,177.09481623717832,114.51616133020563,0.0
126,16.95957028766026,211.31906508476644,0.0
127,-158.20136289151702,142.77140475041446,0.0
128,128.8350284066269,170.66189221049143,0.0
129,-57.341517216196124,207.13696718536983,0.0
130,-200.28604895919543,80.9333273572389,0.0
131,63.32564937965414,207.28997288511988,0.0
132,-126.60796378496342,177.26380126771812,0.0
133,166.066090810601,142.0910441785789,0.0
134,-11.780583894075866,219.32533536379975,0.0
135,-182.11573033608562,124.70725320337341,0.0
136,108.66072938053719,192.94710011422322,0.0
137,-87.43211488492663,204.61867770235574,0.0
138,196.82214834119685,105.32381218598375,0.0
139,36.34268238241243,221.33794288139464,0.0
140,-154.27276548588526,164.29076983097318,0.0
141,150.64774813688192,168.57509154990262,0.0
142,-42.31952202405799,223.16670624884839,0.0
143,-203.80151543599973,102.67579896222321,0.0
144,84.72638472567283,212.65331152231343,0.0
145,-117.75194593134655,197.53291184857204,0.0
146,187.05196401139148,134.98182576806795,0.0
147,6.7185105670449365,231.62444390894575,0.0
148,-180.54359029478852,146.92359778500213,0.0
149,130.9685950808435,193.27526823288736,0.0
150,-74.02698370612019,222.52484345604645,0.0
151,215.83915713237676,93.474327400962,0.0
152,57.39658341647663,229.17350700248883,0.0
153,-147.596036421467,185.8013586479626,0.0
154,172.68773747368272,163.75025578849426,0.0
155,-24.990574256086582,237.7061132009031,0.0
156,-204.72935058360684,125.33606034839285,0.0
157,107.2635722971763,215.5179338616656,0.0
158,-106.22366316731515,217.1776463266598,0.0
159,207.64539770401808,125.15705617417561,0.0
160,27.128936528771675,241.9559549616981,0.0
161,-176.24689269476428,169.45331518426784,0.0
162,153.82266597136083,190.91621718302977,0.0
163,-58.160113873361276,239.22405116093267,0.0
164,-226.1647551312401,99.80748930874067,0.0
165,79.87054946074615,234.664538728779,0.0
166,-138.19564368580188,207.00623795568444,0.0
167,194.65715609923654,156.1857228457681,0.0
168,-5.534404536831387,250.5178587395077,0.0
169,-202.99051287595478,148.62723353712298,0.0
170,130.6584461511675,215.78000132192176,0.0
171,-92.11021451733647,235.91370290309345,0.0
172,227.55564092272232,112.67858790139222,0.0
173,49.22483455628233,250.1268067934247,0.0
174,-169.20981260425648,191.99982504133934,0.0
175,176.92896549308088,185.82824558847858,0.0
176,-39.9771996774718,254.45772389812936,0.0
177,-227.13257686282967,123.56992305267143,0.0
178,103.50304438472536,237.67114328413712,0.0
179,-126.11968304927358,227.6128495916065,0.0
180,216.26043699601126,145.9038312070811,0.0
181,15.851481892653911,261.3810697637909,0.0
182,-198.52993841045404,172.25829079394734,0.0
183,154.62596780836083,213.35926187973834,0.0
184,-75.52134519770875,253.46616010278154,0.0
185,72.76612779688354,255.96411251626606,0.0
186,-159.44128493651638,214.26751011353494,0.0
187,199.9922874248137,177.9944635191279,0.0
188,-19.644467906392762,267.9814321137299,0.0
189,-225.43307450704077,147.99243249471465,0.0
190,128.02269728274678,238.07650034326605,0.0
191,-111.4406359765902,247.33486363480984,0.0
192,237.20607646848478,132.95181408390798,0.0
193,38.95222028215338,270.0932857343961,0.0
194,-191.3178137927638,195.93559705946714,0.0
195,178.87626778424905,208.20043679133616,0.0
196,-56.58963690024179,269.57146924760275,0.0
197,-249.2259442126412,119.52180521488276,0.0
198,97.49947974896769,259.31692182800356,0.0
