id,x,y
1253,-334.489,206.316
1254,-351.42,175.934
1255,-365.599,144.174
1256,-376.915,111.284
1257,-385.278,77.523
1258,-390.623,43.155
1259,-392.909,8.449
1260,-392.117,-26.323
1261,-388.254,-60.89
1262,-381.35,-94.979
1263,-371.459,-128.324
1264,-358.659,-160.664
1265,-343.049,-191.746
1266,-324.752,-221.326
1267,-303.911,-249.172
1268,-280.69,-275.067
1269,-255.271,-298.807
1270,-227.852,-320.207
1271,-198.648,-339.099
1272,-167.889,-355.334
1273,-135.814,-368.787
1274,-102.676,-379.35
1275,-68.733,-386.943
1276,-34.252,-391.505
1277,17.391,392.615
1278,52.036,389.54
1279,86.273,383.413
1280,119.835,374.284
1281,152.459,362.223
1282,183.888,347.325
1283,213.876,329.706
1284,242.19,309.505
1285,268.606,286.879
1286,292.919,262.007
1287,314.937,235.082
1288,334.489,206.316
1289,351.42,175.934
1290,365.599,144.174
1291,376.915,111.284
1292,385.278,77.523
1293,390.623,43.155
1294,392.909,8.449
1295,392.117,-26.323
1296,388.254,-60.89
1297,381.35,-94.979
1298,371.459,-128.324
1299,358.659,-160.664
1300,343.049,-191.746
1301,324.752,-221.326
1302,303.911,-249.172
1303,280.69,-275.067
1304,255.271,-298.807
1305,227.852,-320.207
1306,198.648,-339.099
1307,167.889,-355.334
1308,135.814,-368.787
1309,102.676,-379.35
1310,68.733,-386.943
1311,34.252,-391.505
1312,0,410
1313,-36.243,408.395
1314,-72.202,403.592
1315,-107.596,395.63
1316,-142.148,384.57
1317,-175.586,370.499
1318,-207.65,353.527
1319,-238.088,333.787
1320,-266.662,311.434
1321,-293.148,286.643
1322,-317.339,259.607
1323,-339.046,230.539
1324,-358.097,199.665
1325,-374.345,167.229
1326,-387.663,133.483
1327,-397.945,98.692
1328,-405.111,63.128
1329,-409.105,27.07
1330,-409.897,-9.2
1331,-407.479,-45.397
1332,-401.871,-81.24
1333,-393.116,-116.446
1334,-381.284,-150.741
1335,-366.466,-183.855
1336,-348.779,-215.53
1337,-328.361,-245.518
1338,-305.372,-273.583
1339,-279.993,-299.506
1340,-252.421,-323.084
1341,-222.873,-344.133
1342,-191.58,-362.487
1343,-158.787,-378.003
1344,-124.751,-390.56
1345,-89.738,-400.059
1346,-54.022,-406.425
1347,-17.884,-409.61
1348,36.243,408.395
1349,72.202,403.592
1350,107.596,395.63
1351,142.148,384.57
1352,175.586,370.499
1353,207.65,353.527
1354,238.088,333.787
1355,266.662,311.434
1356,293.148,286.643
1357,317.339,259.607
1358,339.046,230.539
1359,358.097,199.665
1360,374.345,167.229
1361,387.663,133.483
1362,397.945,98.692
1363,405.111,63.128
1364,409.105,27.07
1365,409.897,-9.2
1366,407.479,-45.397
1367,401.871,-81.24
1368,393.116,-116.446
1369,381.284,-150.741
1370,366.466,-183.855
1371,348.779,-215.53
1372,328.361,-245.518
1373,305.372,-273.583
1374,279.993,-299.506
1375,252.421,-323.084
1376,222.873,-344.133
1377,191.58,-362.487
1378,158.787,-378.003
1379,124.751,-390.56
1380,89.738,-400.059
1381,54.022,-406.425
1382,17.884,-409.61
1383,-18.939,427.581
1384,-56.67,424.232
1385,-93.957,417.56
1386,-130.508,407.617
1387,-166.036,394.482
1388,-200.264,378.257
1389,-232.924,359.069
1390,-263.759,337.069
1391,-292.528,312.428
1392,-319.006,285.34
1393,-342.985,256.018
1394,-364.278,224.69
1395,-382.717,191.602
1396,-398.159,157.014
1397,-410.482,121.195
1398,-419.59,84.428
1399,-425.412,46.999
1400,-427.901,9.201
1401,-427.039,-28.668
1402,-422.832,-66.312
1403,-415.313,-103.438
1404,-404.541,-139.753
1405,-390.6,-174.973
1406,-373.6,-208.823
1407,-353.674,-241.037
1408,-330.977,-271.363
1409,-305.688,-299.564
1410,-278.005,-325.419
1411,-248.144,-348.724
1412,-216.34,-369.298
1413,-182.841,-386.98
1414,-147.91,-401.63
1415,-111.82,-413.135
1416,-74.854,-421.403
1417,-37.303,-426.371
1418,18.939,427.581
1419,56.67,424.232
1420,93.957,417.56
1421,130.508,407.617
1422,166.036,394.482
1423,200.264,378.257
1424,232.924,359.069
1425,263.759,337.069
1426,292.528,312.428
1427,319.006,285.34
1428,342.985,256.018
1429,364.278,224.69
1430,382.717,191.602
1431,398.159,157.014
1432,410.482,121.195
1433,419.59,84.428
1434,425.412,46.999
1435,427.901,9.201
1436,427.039,-28.668
1437,422.832,-66.312
1438,415.313,-103.438
1439,404.541,-139.753
1440,390.6,-174.973
1441,373.6,-208.823
1442,353.674,-241.037
1443,330.977,-271.363
1444,305.688,-299.564
1445,278.005,-325.419
1446,248.144,-348.724
1447,216.34,-369.298
1448,182.841,-386.98
1449,147.91,-401.63
1450,111.82,-413.135
1451,74.854,-421.403
1452,37.303,-426.371
1453,0,448
1454,-39.602,446.246
1455,-78.894,440.999
1456,-117.569,432.298
1457,-155.322,420.213
1458,-191.86,404.838
1459,-226.896,386.293
1460,-260.155,364.724
1461,-291.377,340.299
1462,-320.318,313.21
1463,-346.751,283.668
1464,-370.469,251.906
1465,-391.287,218.171
1466,-409.041,182.728
1467,-423.592,145.855
1468,-434.827,107.839
1469,-442.658,68.979
1470,-447.022,29.579
1471,-447.887,-10.052
1472,-445.245,-49.605
1473,-439.117,-88.769
1474,-429.551,-127.239
1475,-416.622,-164.712
1476,-400.431,-200.896
1477,-381.105,-235.506
1478,-358.795,-268.273
1479,-333.675,-298.939
1480,-305.943,-327.265
1481,-275.816,-353.029
1482,-243.53,-376.028
1483,-209.336,-396.084
1484,-173.504,-413.038
1485,-136.313,-426.758
1486,-98.055,-437.137
1487,-59.029,-444.094
1488,-19.541,-447.574
1489,39.602,446.246
1490,78.894,440.999
1491,117.569,432.298
1492,155.322,420.213
1493,191.86,404.838
1494,226.896,386.293
1495,260.155,364.724
1496,291.377,340.299
1497,320.318,313.21
1498,346.751,283.668
1499,370.469,251.906
1500,391.287,218.171
1501,409.041,182.728
1502,423.592,145.855
1503,434.827,107.839
1504,442.658,68.979
1505,447.022,29.579
1506,447.887,-10.052
1507,445.245,-49.605
1508,439.117,-88.769
1509,429.551,-127.239
1510,416.622,-164.712
1511,400.431,-200.896
1512,381.105,-235.506
1513,358.795,-268.273
1514,333.675,-298.939
1515,305.943,-327.265
1516,275.816,-353.029
1517,243.53,-376.028
1518,209.336,-396.084
1519,173.504,-413.038
1520,136.313,-426.758
1521,98.055,-437.137
1522,59.029,-444.094
1523,19.541,-447.574
1524,-20.71,467.542
1525,-61.966,463.879
1526,-102.738,456.584
1527,-142.705,445.712
1528,-181.554,431.349
1529,-218.981,413.608
1530,-254.692,392.627
1531,-288.409,368.57
1532,-319.867,341.627
1533,-348.82,312.008
1534,-375.04,279.945
1535,-398.323,245.689
1536,-418.485,209.509
1537,-435.37,171.688
1538,-448.845,132.522
1539,-458.804,92.318
1540,-465.17,51.391
1541,-467.892,10.061
1542,-466.949,-31.347
1543,-462.349,-72.51
1544,-454.127,-113.105
1545,-442.348,-152.814
1546,-427.105,-191.326
1547,-408.516,-228.339
1548,-386.727,-263.564
1549,-361.91,-296.724
1550,-334.257,-327.561
1551,-303.987,-355.832
1552,-271.335,-381.315
1553,-236.558,-403.812
1554,-199.929,-423.146
1555,-161.733,-439.166
1556,-122.27,-451.745
1557,-81.85,-460.787
1558,-40.789,-466.219
1559,20.71,467.542
1560,61.966,463.879
1561,102.738,456.584
1562,142.705,445.712
1563,181.554,431.349
1564,218.981,413.608
1565,254.692,392.627
1566,288.409,368.57
1567,319.867,341.627
1568,348.82,312.008
1569,375.04,279.945
1570,398.323,245.689
1571,418.485,209.509
1572,435.37,171.688
1573,448.845,132.522
1574,458.804,92.318
1575,465.17,51.391
1576,467.892,10.061
1577,466.949,-31.347
1578,462.349,-72.51
1579,454.127,-113.105
1580,442.348,-152.814
1581,427.105,-191.326
1582,408.516,-228.339
1583,386.727,-263.564
1584,361.91,-296.724
1585,334.257,-327.561
1586,303.987,-355.832
1587,271.335,-381.315
1588,236.558,-403.812
1589,199.929,-423.146
1590,161.733,-439.166
1591,122.27,-451.745
1592,81.85,-460.787
1593,40.789,-466.219
1594,0,488
1595,-43.138,486.09
1596,-85.938,480.373
1597,-128.066,470.896
1598,-169.19,457.732
1599,-208.991,440.984
1600,-247.154,420.783
1601,-283.383,397.288
1602,-317.393,370.683
1603,-348.918,341.175
1604,-377.711,308.996
1605,-403.547,274.397
1606,-426.223,237.651
1607,-445.562,199.043
1608,-461.413,158.877
1609,-473.651,117.467
1610,-482.181,75.138
1611,-486.935,32.22
1612,-487.877,-10.95
1613,-484.999,-54.034
1614,-478.324,-96.695
1615,-467.904,-138.599
1616,-453.82,-179.418
1617,-436.184,-218.833
1618,-415.132,-256.534
1619,-390.83,-292.226
1620,-363.468,-325.631
1621,-333.26,-356.485
1622,-300.443,-384.549
1623,-265.273,-409.602
1624,-228.027,-431.448
1625,-188.995,-449.916
1626,-148.484,-464.862
1627,-106.81,-476.168
1628,-64.3,-483.745
1629,-21.286,-487.536
1630,43.138,486.09
1631,85.938,480.373
1632,128.066,470.896
1633,169.19,457.732
1634,208.991,440.984
1635,247.154,420.783
1636,283.383,397.288
1637,317.393,370.683
1638,348.918,341.175
1639,377.711,308.996
1640,403.547,274.397
1641,426.223,237.651
1642,445.562,199.043
1643,461.413,158.877
1644,473.651,117.467
1645,482.181,75.138
1646,486.935,32.22
1647,487.877,-10.95
1648,484.999,-54.034
1649,478.324,-96.695
1650,467.904,-138.599
1651,453.82,-179.418
1652,436.184,-218.833
1653,415.132,-256.534
1654,390.83,-292.226
1655,363.468,-325.631
1656,333.26,-356.485
1657,300.443,-384.549
1658,265.273,-409.602
1659,228.027,-431.448
1660,188.995,-449.916
1661,148.484,-464.862
1662,106.81,-476.168
1663,64.3,-483.745
1664,21.286,-487.536
1665,-22.568,509.5
1666,-67.527,505.51
1667,-111.958,497.559
1668,-155.512,485.712
1669,-197.847,470.06
1670,-238.633,450.727
1671,-277.549,427.862
1672,-314.292,401.647
1673,-348.573,372.286
1674,-380.124,340.008
1675,-408.697,305.068
1676,-434.07,267.738
1677,-456.042,228.311
1678,-474.442,187.096
1679,-489.126,144.415
1680,-499.979,100.603
1681,-506.916,56.003
1682,-509.882,10.964
1683,-508.855,-34.16
1684,-503.842,-79.017
1685,-494.882,-123.255
1686,-482.046,-166.528
1687,-465.435,-208.496
1688,-445.178,-248.831
1689,-421.434,-287.217
1690,-394.389,-323.354
1691,-364.255,-356.957
1692,-331.268,-387.765
1693,-295.686,-415.536
1694,-257.788,-440.052
1695,-217.871,-461.121
1696,-176.247,-478.578
1697,-133.243,-492.287
1698,-89.196,-502.14
1699,-44.449,-508.059
1700,22.568,509.5
1701,67.527,505.51
1702,111.958,497.559
1703,155.512,485.712
1704,197.847,470.06
1705,238.633,450.727
1706,277.549,427.862
1707,314.292,401.647
1708,348.573,372.286
1709,380.124,340.008
1710,408.697,305.068
1711,434.07,267.738
1712,456.042,228.311
1713,474.442,187.096
1714,489.126,144.415
1715,499.979,100.603
1716,506.916,56.003
1717,509.882,10.964
1718,508.855,-34.16
1719,503.842,-79.017
1720,494.882,-123.255
1721,482.046,-166.528
1722,465.435,-208.496
1723,445.178,-248.831
1724,421.434,-287.217
1725,394.389,-323.354
1726,364.255,-356.957
1727,331.268,-387.765
1728,295.686,-415.536
1729,257.788,-440.052
1730,217.871,-461.121
1731,176.247,-478.578
1732,133.243,-492.287
1733,89.196,-502.14
1734,44.449,-508.059
1735,0,532
1736,-47.028,529.917
1737,-93.687,523.686
1738,-139.613,513.354
1739,-184.445,499.003
1740,-227.834,480.745
1741,-269.439,458.723
1742,-308.934,433.109
1743,-346.01,404.105
1744,-380.378,371.936
1745,-411.767,336.856
1746,-439.932,299.138
1747,-464.653,259.078
1748,-485.736,216.99
1749,-503.016,173.202
1750,-516.357,128.059
1751,-525.656,81.913
1752,-530.839,35.125
1753,-531.866,-11.937
1754,-528.729,-58.906
1755,-521.452,-105.414
1756,-510.092,-151.096
1757,-494.739,-195.596
1758,-475.512,-238.564
1759,-452.562,-279.664
1760,-426.069,-318.574
1761,-396.239,-354.991
1762,-363.308,-388.628
1763,-327.532,-419.222
1764,-289.192,-446.534
1765,-248.587,-470.349
1766,-206.036,-490.483
1767,-161.872,-506.776
1768,-116.441,-519.101
1769,-70.097,-527.362
1770,-23.206,-531.494
1771,47.028,529.917
1772,93.687,523.686
1773,139.613,513.354
1774,184.445,499.003
1775,227.834,480.745
1776,269.439,458.723
1777,308.934,433.109
1778,346.01,404.105
1779,380.378,371.936
1780,411.767,336.856
1781,439.932,299.138
1782,464.653,259.078
1783,485.736,216.99
1784,503.016,173.202
1785,516.357,128.059
1786,525.656,81.913
1787,530.839,35.125
1788,531.866,-11.937
1789,528.729,-58.906
1790,521.452,-105.414
1791,510.092,-151.096
1792,494.739,-195.596
1793,475.512,-238.564
1794,452.562,-279.664
1795,426.069,-318.574
1796,396.239,-354.991
1797,363.308,-388.628
1798,327.532,-419.222
1799,289.192,-446.534
1800,248.587,-470.349
1801,206.036,-490.483
1802,161.872,-506.776
1803,116.441,-519.101
1804,70.097,-527.362
1805,23.206,-531.494
1806,-12.263,555.865
1807,-36.764,554.783
1808,-61.195,552.622
1809,-85.506,549.386
1810,-109.65,545.081
1811,-133.582,539.715
1812,-157.253,533.299
1813,-180.618,525.845
1814,-203.632,517.368
1815,-226.25,507.885
1816,-248.428,497.413
1817,-270.122,485.973
1818,-291.291,473.588
1819,-311.892,460.282
1820,-331.887,446.079
1821,-351.237,431.009
1822,-369.902,415.1
1823,-387.848,398.384
1824,-405.04,380.892
1825,-421.443,362.659
1826,-437.026,343.721
1827,-451.759,324.114
1828,-465.613,303.876
1829,-478.561,283.047
1830,-490.578,261.667
1831,-501.64,239.778
1832,-511.726,217.422
1833,-520.816,194.644
1834,-528.894,171.486
1835,-535.942,147.995
1836,-541.947,124.216
1837,-546.897,100.196
1838,-550.784,75.98
1839,-553.599,51.617
1840,-555.337,27.153
1841,-555.994,2.636
1842,-555.569,-21.886
1843,-554.063,-46.365
1844,-551.48,-70.754
1845,-547.823,-95.005
1846,-543.1,-119.072
1847,-537.321,-142.907
1848,-530.496,-166.464
1849,-522.639,-189.696
1850,-513.765,-212.56
1851,-503.891,-235.01
1852,-493.037,-257.003
1853,-481.223,-278.496
1854,-468.474,-299.447
1855,-454.812,-319.815
1856,-440.266,-339.561
1857,-424.863,-358.647
1858,-408.633,-377.034
1859,-391.609,-394.688
1860,-373.822,-411.574
1861,-355.308,-427.659
1862,-336.102,-442.912
1863,-316.243,-457.303
1864,-295.768,-470.805
1865,-274.718,-483.39
1866,-253.133,-495.035
1867,-231.056,-505.716
1868,-208.529,-515.414
1869,-185.597,-524.109
1870,12.263,555.865
1871,36.764,554.783
1872,61.195,552.622
1873,85.506,549.386
1874,109.65,545.081
1875,133.582,539.715
1876,157.253,533.299
1877,180.618,525.845
1878,203.632,517.368
1879,226.25,507.885
1880,248.428,497.413
1881,270.122,485.973
1882,291.291,473.588
1883,311.892,460.282
1884,331.887,446.079
1885,351.237,431.009
1886,369.902,415.1
1887,387.848,398.384
1888,405.04,380.892
1889,421.443,362.659
1890,437.026,343.721
1891,451.759,324.114
1892,465.613,303.876
1893,478.561,283.047
1894,490.578,261.667
1895,501.64,239.778
1896,511.726,217.422
1897,520.816,194.644
1898,528.894,171.486
1899,535.942,147.995
1900,541.947,124.216
1901,546.897,100.196
1902,550.784,75.98
1903,553.599,51.617
1904,555.337,27.153
1905,555.994,2.636
1906,555.569,-21.886
1907,554.063,-46.365
1908,551.48,-70.754
1909,547.823,-95.005
1910,543.1,-119.072
1911,537.321,-142.907
1912,530.496,-166.464
1913,522.639,-189.696
1914,513.765,-212.56
1915,503.891,-235.01
1916,493.037,-257.003
1917,481.223,-278.496
1918,468.474,-299.447
1919,454.812,-319.815
1920,440.266,-339.561
1921,424.863,-358.647
1922,408.633,-377.034
1923,391.609,-394.688
1924,373.822,-411.574
1925,355.308,-427.659
1926,336.102,-442.912
1927,316.243,-457.303
1928,295.768,-470.805
1929,274.718,-483.39
1930,253.133,-495.035
1931,231.056,-505.716
1932,208.529,-515.414
1933,185.597,-524.109
1934,0,580
1935,-25.575,579.436
1936,-51.1,577.745
1937,-76.526,574.929
1938,-101.803,570.996
1939,-126.882,565.951
1940,-151.714,559.806
1941,-176.252,552.572
1942,-200.446,544.262
1943,-224.25,534.894
1944,-247.618,524.486
1945,-270.504,513.057
1946,-292.864,500.63
1947,-314.655,487.229
1948,-335.833,472.881
1949,-356.358,457.612
1950,-376.19,441.454
1951,-395.29,424.436
1952,-413.621,406.593
1953,-431.147,387.959
1954,-447.835,368.57
1955,-463.651,348.464
1956,-478.566,327.681
1957,-492.549,306.26
1958,-505.575,284.243
1959,-517.617,261.673
1960,-528.652,238.594
1961,-538.658,215.052
1962,-547.617,191.09
1963,-555.511,166.757
1964,-562.323,142.1
1965,-568.042,117.166
1966,-572.656,92.004
1967,-576.156,66.664
1968,-578.535,41.193
1969,-579.789,15.643
1970,-579.915,-9.938
1971,-578.913,-35.5
1972,-576.784,-60.993
1973,-573.534,-86.367
1974,-569.167,-111.572
1975,-563.694,-136.561
1976,-557.124,-161.285
1977,-549.47,-185.694
1978,-540.748,-209.742
1979,-530.973,-233.382
1980,-520.166,-256.569
1981,-508.347,-279.256
1982,-495.538,-301.4
1983,-481.766,-322.957
1984,-467.057,-343.887
1985,-451.439,-364.147
1986,-434.943,-383.699
1987,-417.6,-402.504
1988,-399.446,-420.527
1989,-380.514,-437.732
1990,25.575,579.436
1991,51.1,577.745
1992,76.526,574.929
1993,101.803,570.996
1994,126.882,565.951
1995,151.714,559.806
1996,176.252,552.572
1997,200.446,544.262
1998,224.25,534.894
1999,247.618,524.486
2000,270.504,513.057
2001,292.864,500.63
2002,314.655,487.229
2003,335.833,472.881
2004,356.358,457.612
2005,376.19,441.454
2006,395.29,424.436
2007,413.621,406.593
2008,431.147,387.959
2009,447.835,368.57
2010,463.651,348.464
2011,478.566,327.681
2012,492.549,306.26
2013,505.575,284.243
2014,517.617,261.673
2015,528.652,238.594
2016,538.658,215.052
2017,547.617,191.09
2018,555.511,166.757
2019,562.323,142.1
2020,568.042,117.166
2021,572.656,92.004
2022,576.156,66.664
2023,578.535,41.193
2024,579.789,15.643
2025,579.915,-9.938
2026,578.913,-35.5
2027,576.784,-60.993
2028,573.534,-86.367
2029,569.167,-111.572
2030,563.694,-136.561
2031,557.124,-161.285
2032,549.47,-185.694
2033,540.748,-209.742
2034,530.973,-233.382
2035,520.166,-256.569
2036,508.347,-279.256
2037,495.538,-301.4
2038,481.766,-322.957
2039,467.057,-343.887
2040,451.439,-364.147
2041,434.943,-383.699
2042,417.6,-402.504
2043,399.446,-420.527
2044,380.514,-437.732
2045,-13.353,605.853
2046,-40.034,604.676
2047,-66.637,602.325
2048,-93.111,598.804
2049,-119.403,594.12
2050,-145.464,588.282
2051,-171.242,581.302
2052,-196.688,573.193
2053,-221.752,563.97
2054,-246.385,553.652
2055,-270.539,542.259
2056,-294.168,529.812
2057,-317.226,516.337
2058,-339.668,501.858
2059,-361.449,486.405
2060,-382.529,470.008
2061,-402.866,452.697
2062,-422.421,434.507
2063,-441.155,415.474
2064,-459.032,395.633
2065,-476.018,375.024
2066,-492.079,353.687
2067,-507.184,331.662
2068,-521.305,308.994
2069,-534.413,285.725
2070,-546.483,261.902
2071,-557.491,237.57
2072,-567.417,212.776
2073,-576.241,187.569
2074,-583.946,161.998
2075,-590.516,136.112
2076,-595.94,109.962
2077,-600.206,83.598
2078,-603.307,57.072
2079,-605.235,30.435
2080,-605.988,3.739
2081,-605.565,-22.964
2082,-603.965,-49.623
2083,-601.192,-76.185
2084,-597.251,-102.599
2085,-592.151,-128.815
2086,-585.9,-154.779
2087,-578.512,-180.444
2088,-570,-205.758
2089,-560.381,-230.672
2090,-549.673,-255.138
2091,-537.898,-279.109
2092,-525.078,-302.537
2093,-511.239,-325.378
2094,-496.406,-347.587
2095,13.353,605.853
2096,40.034,604.676
2097,66.637,602.325
2098,93.111,598.804
2099,119.403,594.12
2100,145.464,588.282
2101,171.242,581.302
2102,196.688,573.193
2103,221.752,563.97
2104,246.385,553.652
2105,270.539,542.259
2106,294.168,529.812
2107,317.226,516.337
2108,339.668,501.858
2109,361.449,486.405
2110,382.529,470.008
2111,402.866,452.697
2112,422.421,434.507
2113,441.155,415.474
2114,459.032,395.633
2115,476.018,375.024
2116,492.079,353.687
2117,507.184,331.662
2118,521.305,308.994
2119,534.413,285.725
2120,546.483,261.902
2121,557.491,237.57
2122,567.417,212.776
2123,576.241,187.569
2124,583.946,161.998
2125,590.516,136.112
2126,595.94,109.962
2127,600.206,83.598
2128,603.307,57.072
2129,605.235,30.435
2130,605.988,3.739
2131,605.565,-22.964
2132,603.965,-49.623
2133,601.192,-76.185
2134,597.251,-102.599
2135,592.151,-128.815
2136,585.9,-154.779
2137,578.512,-180.444
2138,570,-205.758
2139,560.381,-230.672
2140,549.673,-255.138
2141,537.898,-279.109
2142,525.078,-302.537
2143,511.239,-325.378
2144,496.406,-347.587
2145,0,633
2146,-27.979,632.381
2147,-55.903,630.527
2148,-83.718,627.439
2149,-111.37,623.126
2150,-138.803,617.594
2151,-165.966,610.855
2152,-192.804,602.923
2153,-219.265,593.811
2154,-245.297,583.539
2155,-270.85,572.127
2156,-295.874,559.596
2157,-320.319,545.971
2158,-344.139,531.279
2159,-367.285,515.549
2160,-389.714,498.811
2161,-411.381,481.098
2162,-432.243,462.444
2163,-452.261,442.887
2164,-471.395,422.464
2165,-489.608,401.215
2166,-506.863,379.182
2167,-523.128,356.408
2168,-538.37,332.937
2169,-552.56,308.815
2170,-565.669,284.09
2171,-577.674,258.809
2172,-588.549,233.023
2173,-598.273,206.781
2174,-606.828,180.135
2175,-614.197,153.137
2176,-620.366,125.839
2177,-625.322,98.295
2178,-629.055,70.56
2179,-631.559,42.686
2180,-632.829,14.729
2181,-632.861,-13.257
2182,-631.657,-41.216
2183,-629.218,-69.096
2184,-625.549,-96.84
2185,-620.657,-124.395
2186,-614.552,-151.707
2187,-607.246,-178.722
2188,-598.753,-205.388
2189,-589.089,-231.653
2190,-578.274,-257.464
2191,27.979,632.381
2192,55.903,630.527
2193,83.718,627.439
2194,111.37,623.126
2195,138.803,617.594
2196,165.966,610.855
2197,192.804,602.923
2198,219.265,593.811
2199,245.297,583.539
2200,270.85,572.127
2201,295.874,559.596
2202,320.319,545.971
2203,344.139,531.279
2204,367.285,515.549
2205,389.714,498.811
2206,411.381,481.098
2207,432.243,462.444
2208,452.261,442.887
2209,471.395,422.464
2210,489.608,401.215
2211,506.863,379.182
2212,523.128,356.408
2213,538.37,332.937
2214,552.56,308.815
2215,565.669,284.09
2216,577.674,258.809
2217,588.549,233.023
2218,598.273,206.781
2219,606.828,180.135
2220,614.197,153.137
2221,620.366,125.839
2222,625.322,98.295
2223,629.055,70.56
2224,631.559,42.686
2225,632.829,14.729
2226,632.861,-13.257
2227,631.657,-41.216
2228,629.218,-69.096
2229,625.549,-96.84
2230,620.657,-124.395
2231,614.552,-151.707
2232,607.246,-178.722
2233,598.753,-205.388
2234,589.089,-231.653
2235,578.274,-257.464
2236,-14.615,661.839
2237,-43.818,660.548
2238,-72.935,657.97
2239,-101.909,654.109
2240,-130.685,648.973
2241,-159.207,642.571
2242,-187.417,634.916
2243,-215.263,626.024
2244,-242.689,615.911
2245,-269.641,604.597
2246,-296.068,592.105
2247,-321.918,578.458
2248,-347.139,563.683
2249,-371.685,547.809
2250,-395.505,530.867
2251,-418.554,512.89
2252,-440.788,493.913
2253,-462.162,473.973
2254,-482.634,453.109
2255,-502.166,431.362
2256,-520.719,408.773
2257,-538.256,385.388
2258,-554.745,361.251
2259,-570.151,336.41
2260,-584.446,310.913
2261,-597.601,284.81
2262,-609.592,258.151
2263,-620.393,230.99
2264,-629.985,203.377
2265,-638.349,175.369
2266,-645.469,147.018
2267,-651.329,118.381
2268,-655.92,89.513
2269,-659.232,60.47
2270,-661.259,31.31
2271,-661.997,2.088
2272,-661.444,-27.138
2273,-659.601,-56.31
2274,-656.472,-85.373
2275,-652.063,-114.27
2276,-646.383,-142.943
2277,-639.443,-171.338
2278,14.615,661.839
2279,43.818,660.548
2280,72.935,657.97
2281,101.909,654.109
2282,130.685,648.973
2283,159.207,642.571
2284,187.417,634.916
2285,215.263,626.024
2286,242.689,615.911
2287,269.641,604.597
2288,296.068,592.105
2289,321.918,578.458
2290,347.139,563.683
2291,371.685,547.809
2292,395.505,530.867
2293,418.554,512.89
2294,440.788,493.913
2295,462.162,473.973
2296,482.634,453.109
2297,502.166,431.362
2298,520.719,408.773
2299,538.256,385.388
2300,554.745,361.251
2301,570.151,336.41
2302,584.446,310.913
2303,597.601,284.81
2304,609.592,258.151
2305,620.393,230.99
2306,629.985,203.377
2307,638.349,175.369
2308,645.469,147.018
2309,651.329,118.381
2310,655.92,89.513
2311,659.232,60.47
2312,661.259,31.31
2313,661.997,2.088
2314,661.444,-27.138
2315,659.601,-56.31
2316,656.472,-85.373
2317,652.063,-114.27
2318,646.383,-142.943
2319,639.443,-171.338
2320,0,690
2321,-30.423,689.329
2322,-60.786,687.317
2323,-91.031,683.969
2324,-121.099,679.29
2325,-150.932,673.29
2326,-180.471,665.981
2327,-209.659,657.376
2328,-238.439,647.493
2329,-266.756,636.35
2330,-294.553,623.97
2331,-321.778,610.376
2332,-348.377,595.595
2333,-374.298,579.656
2334,-399.492,562.589
2335,-423.908,544.428
2336,-447.5,525.208
2337,-470.222,504.967
2338,-492.029,483.743
2339,-512.879,461.579
2340,-532.731,438.517
2341,-551.548,414.602
2342,-569.292,389.881
2343,-585.928,364.401
2344,-601.425,338.213
2345,-615.752,311.367
2346,-628.882,283.915
2347,-640.788,255.911
2348,-651.448,227.41
2349,-660.841,198.466
2350,-668.949,169.136
2351,-675.756,139.477
2352,-681.248,109.547
2353,-685.416,79.404
2354,-688.25,49.106
2355,-689.746,18.713
2356,-689.901,-11.717
2357,-688.713,-42.123
2358,30.423,689.329
2359,60.786,687.317
2360,91.031,683.969
2361,121.099,679.29
2362,150.932,673.29
2363,180.471,665.981
2364,209.659,657.376
2365,238.439,647.493
2366,266.756,636.35
2367,294.553,623.97
2368,321.778,610.376
2369,348.377,595.595
2370,374.298,579.656
2371,399.492,562.589
2372,423.908,544.428
2373,447.5,525.208
2374,470.222,504.967
2375,492.029,483.743
2376,512.879,461.579
2377,532.731,438.517
2378,551.548,414.602
2379,569.292,389.881
2380,585.928,364.401
2381,601.425,338.213
2382,615.752,311.367
2383,628.882,283.915
2384,640.788,255.911
2385,651.448,227.41
2386,660.841,198.466
2387,668.949,169.136
2388,675.756,139.477
2389,681.248,109.547
2390,685.416,79.404
2391,688.25,49.106
2392,689.746,18.713
2393,689.901,-11.717
2394,688.713,-42.123
2395,-15.985,721.823
2396,-47.925,720.408
2397,-79.77,717.58
2398,-111.459,713.345
2399,-142.93,707.711
2400,-174.12,700.69
2401,-204.969,692.295
2402,-235.416,682.542
2403,-265.401,671.451
2404,-294.866,659.043
2405,-323.753,645.343
2406,-352.005,630.378
2407,-379.567,614.177
2408,-406.384,596.771
2409,-432.405,578.196
2410,-457.577,558.486
2411,-481.853,537.682
2412,-505.184,515.823
2413,-527.524,492.953
2414,-548.83,469.116
2415,-569.06,444.359
2416,-588.173,418.731
2417,-606.134,392.282
2418,-622.906,365.064
2419,-638.457,337.13
2420,-652.756,308.535
2421,-665.775,279.335
2422,-677.488,249.588
2423,-687.873,219.351
2424,-696.909,188.683
2425,-704.579,157.646
2426,-710.867,126.3
2427,-715.762,94.706
2428,-719.253,62.926
2429,15.985,721.823
2430,47.925,720.408
2431,79.77,717.58
2432,111.459,713.345
